stock_id,stock_name,stock_price
603123,翠微股份,9.00
603126,中材节能,3.46
603127,昭衍新药,12.51
603128,华贸物流,6.66
603129,春风动力,13.63
603131,上海沪工,10.09
603133,碳元科技,7.87
603136,天目湖,19.68
603138,海量数据,9.99
603139,康惠制药,14.57
603156,养元饮品,78.73
603157,拉夏贝尔,8.41
603158,腾龙股份,14.53
603159,上海亚虹,6.88
603160,汇顶科技,19.42
603161,科华控股,16.75
603165,荣晟环保,10.44
603166,福达股份,5.80
603167,渤海轮渡,11.00
603168,莎普爱思,21.85
603169,兰石重装,1.68
603177,德创环保,3.60
603178,圣龙股份,7.53
603179,新泉股份,14.01
603180,金牌厨柜,27.85
603181,皇马科技,10.36
603183,建研院,13.56
603185,上机数控,34.10
603186,华正新材,5.37
603187,海容冷链,32.25
603188,ST亚邦,20.49
603189,网达软件,7.26
603192,汇得科技,19.60
603196,日播时尚,7.08
603197,保隆科技,22.87
603198,迎驾贡酒,11.80
603199,九华旅游,12.08
603200,上海洗霸,17.35
603203,快克股份,16.50
603208,江山欧派,24.83
603214,爱婴室,19.95
603217,元利科技,54.96
603218,日月股份,23.90
603220,中贝通信,7.85
603222,济民制药,7.36
603223,恒通股份,8.31
603225,新凤鸣,26.68
603226,菲林格尔,17.56
603227,雪峰科技,4.98
603228,景旺电子,23.16
603229,奥翔药业,7.81
603232,格尔软件,18.10
603233,大参林,24.72
603236,移远通信,43.93
603238,诺邦股份,13.31
603239,浙江仙通,21.84
603256,宏和科技,4.43
603258,电魂网络,15.62
603259,药明康德,21.60
603260,合盛硅业,19.52
603266,天龙股份,14.63
603267,鸿远电子,20.24
603268,松发股份,11.66
603269,海鸥股份,8.76
603277,银都股份,12.37
603278,大业股份,15.31
603279,景津环保,13.56
603283,赛腾股份,6.90
603286,日盈电子,7.93
603288,海天味业,51.25
603289,泰瑞机器,7.83
603297,永新光学,25.87
603298,杭叉集团,12.67
603299,苏盐井神,3.69
603300,华铁应急,8.22
603301,振德医疗,19.82
603303,得邦照明,18.63
603305,旭升股份,11.26
603306,华懋科技,12.08
603308,应流股份,8.28
603309,维力医疗,15.40
603311,金海环境,5.39
603313,梦百合,15.41
603315,福鞍股份,10.77
603316,诚邦股份,6.82
603317,天味食品,13.46
603318,派思股份,6.52
603319,湘油泵,10.46
603320,迪贝电气,9.93
603321,梅轮电梯,6.07
603322,超讯通信,11.99
603323,苏农银行,6.83
603326,我乐家居,9.87
603327,福蓉科技,8.45
603328,依顿电子,15.31
603329,上海雅仕,10.54
603330,上海天洋,18.19
603331,百达精工,9.63
603332,苏州龙杰,19.44
603333,尚纬股份,9.30
603335,迪生力,3.62
603336,宏辉果蔬,9.31
603337,杰克股份,17.72
603338,浙江鼎力,29.56
603339,四方科技,10.19
603345,安井食品,11.12
603348,文灿股份,15.26
603351,威尔药业,35.50
603355,莱克电气,19.08
603356,华菱精工,10.21
603357,设计总院,10.44
603358,华达科技,31.18
603359,东珠生态,18.18
603360,百傲化学,9.24
603363,傲农生物,4.79
603365,水星家纺,16.00
603366,日出东方,21.50
603367,辰欣药业,11.66
603368,柳药股份,26.22
603369,今世缘,16.93
603377,东方时尚,16.40
603378,亚士创能,12.94
603379,三美股份,32.43
603380,易德龙,10.68
603383,顶点软件,19.05
603385,惠达卫浴,13.27
603386,广东骏亚,6.23
603387,基蛋生物,22.25
603388,元成股份,12.10
603389,亚振家居,7.79
603393,新天然气,26.66
603396,金辰股份,19.47
603398,邦宝益智,13.97
603399,吉翔股份,7.80
603416,信捷电气,17.85
603421,鼎信通讯,14.02
603429,集友股份,15.00
603444,吉比特,54.00
603456,九洲药业,15.43
603458,勘设股份,29.36
603466,风语筑,16.56
603477,振静股份,5.58
603486,科沃斯,20.02
603488,展鹏科技,7.67
603489,八方股份,43.44
603496,恒为科技,14.14
603499,翔港科技,9.24
603500,祥和实业,13.17
603501,韦尔股份,7.02
603505,金石资源,3.74
603506,南都物业,16.25
603507,振江股份,26.25
603508,思维列控,33.56
603515,欧普照明,14.94
603516,淳中科技,19.64
603517,绝味食品,16.09
603518,锦泓集团,20.02
603519,立霸股份,13.69
603520,司太立,12.15
603527,众源新材,13.27
603528,多伦科技,9.45
603530,神马电力,5.94
603533,掌阅科技,4.05
603535,嘉诚国际,15.17
603536,惠发食品,7.63
603538,美诺华,14.03
603555,贵人鸟,10.60
603556,海兴电力,23.63
603557,起步股份,7.73
603558,健盛集团,19.25
603559,中通国脉,10.34
603566,普莱柯,15.52
603567,珍宝岛,23.60
603568,伟明环保,11.27
603569,长久物流,15.43
603577,汇金通,11.10
603578,三星新材,12.26
603579,荣泰健康,44.66
603580,艾艾精工,9.81
603583,捷昌驱动,29.17
603585,苏利股份,26.79
603586,金麒麟,21.37
603587,地素时尚,27.52
603588,高能环境,18.23
603589,口子窖,16.00
603590,康辰药业,24.34
603595,东尼电子,13.01
603596,伯特利,15.10
603598,引力传媒,7.20
603599,广信股份,16.11
603600,永艺股份,10.22
603601,再升科技,7.90
603602,纵横通信,15.18
603603,博天环境,6.74
603605,珀莱雅,15.34
603606,东方电缆,8.20
603607,京华激光,16.04
603608,天创时尚,9.80
603609,禾丰牧业,5.88
603610,麒盛科技,44.66
603611,诺力股份,18.37
603612,索通发展,7.88
603613,国联股份,15.13
603615,茶花股份,8.37
603616,韩建河山,11.35
603617,君禾股份,8.93
603618,杭电股份,11.65
603619,中曼石油,22.61
603626,科森科技,18.85
603628,清源股份,5.57
603629,利通电子,19.29
603630,拉芳家化,18.39
603633,徕木股份,6.75
603636,南威软件,14.95
603637,镇海股份,13.86
603638,艾迪精密,6.58
603639,海利尔,24.95
603648,畅联股份,7.37
603650,彤程新材,12.32
603655,朗博科技,6.46
603656,泰禾光电,21.91
603657,春光科技,18.46
603658,安图生物,14.58
603659,璞泰来,16.53
603660,苏州科达,8.03
603661,恒林股份,56.88
603662,柯力传感,19.83
603663,三祥新材,5.28
603665,康隆达,21.40
603666,亿嘉和,34.46
603667,五洲新春,8.80
603668,天马科技,6.21
603669,灵康药业,11.70
603676,卫信康,5.53
603677,奇精机械,21.13
603678,火炬电子,10.38
603679,华体科技,9.44
603680,今创集团,32.69
603681,永冠新材,10.00
603683,晶华新材,9.34
603685,晨丰科技,21.04
603686,龙马环卫,14.86
603687,大胜达,7.35
603688,石英股份,6.45
603689,皖天然气,7.87
603690,至纯科技,1.73
603693,江苏新能,9.00
603696,安记食品,10.10
603697,有友食品,7.87
603698,航天工程,12.52
603699,纽威股份,17.66
603700,宁波水表,16.63
603701,德宏股份,13.50
603703,盛洋科技,11.32
603706,东方环宇,13.09
603707,健友股份,7.21
603708,家家悦,13.64
603709,中源家居,19.86
603711,香飘飘,14.18
603712,七一二,4.55
603713,密尔克卫,11.27
603716,塞力斯,26.91
603717,天域生态,14.63
603718,海利生物,6.81
603721,中广天择,7.05
603722,阿科力,11.24
603725,天安新材,9.64
603726,朗迪集团,11.73
603727,博迈科,20.81
603728,鸣志电器,11.23
603729,龙韵股份,26.61
603730,岱美股份,24.92
603733,仙鹤股份,13.59
603737,三棵树,15.94
603738,泰晶科技,16.14
603739,蔚蓝生物,10.19
603755,日辰股份,15.70
603757,大元泵业,22.42
603758,秦安股份,10.80
603766,隆鑫通用,6.58
603767,中马传动,11.19
603768,常青股份,16.32
603773,沃格光电,33.37
603776,永安行,26.85
603777,来伊份,11.67
603778,乾景园林,18.98
603779,威龙股份,4.61
603786,科博达,26.89
603787,新日股份,6.09
603788,宁波高发,10.28
603789,星光农机,11.23
603790,雅运股份,10.98
603797,联泰环保,5.96
603798,康普顿,14.33
603799,华友钴业,4.77
603800,道森股份,10.95
603801,志邦家居,23.47
603803,瑞斯康达,13.72
603806,福斯特,27.18
603808,歌力思,19.16
603809,豪能股份,22.39
603810,丰山集团,25.43
603811,诚意药业,15.76
603813,原尚股份,10.17
603815,交建股份,5.14
603816,顾家家居,24.66
603817,海峡环保,4.04
603818,曲美家居,8.98
603819,神力股份,8.77
603822,嘉澳环保,11.76
603823,百合花,10.60
603825,华扬联众,14.67
603826,坤彩科技,6.79
603828,柯利达,17.20
603829,洛凯股份,7.23
603833,欧派家居,50.08
603838,四通股份,7.73
603839,安正时尚,16.78
603843,正平股份,5.03
603848,好太太,7.89
603855,华荣股份,7.59
603856,东宏股份,10.89
603858,步长制药,55.88
603859,能科股份,7.54
603860,中公高科,15.62
603861,白云电器,8.50
603863,松炀资源,9.95
603866,桃李面包,13.76
603867,新化股份,16.29
603868,飞科电器,18.03
603869,新智认知,5.03
603871,嘉友国际,41.89
603876,鼎胜新材,13.54
603877,太平鸟,21.30
603878,武进不锈,14.87
603879,永悦科技,6.75
603880,南卫股份,11.72
603881,数据港,7.80
603882,金域医学,6.93
603883,老百姓,16.41
603885,吉祥航空,11.18
603886,元祖股份,10.16
603887,城地股份,12.13
603888,新华网,27.69
603889,新澳股份,17.95
603890,春秋电子,23.72
603895,天永智能,18.33
603896,寿仙谷,11.54
603897,长城科技,17.66
603898,好莱客,19.57
603899,晨光文具,13.15
603900,莱绅通灵,14.25
603901,永创智能,15.81
603903,中持股份,9.88
603906,龙蟠科技,9.52
603908,牧高笛,16.37
603909,合诚股份,10.55
603912,佳力图,8.64
603915,国茂股份,10.35
603916,苏博特,9.02
603917,合力科技,14.22
603918,金桥信息,9.50
603919,金徽酒,10.94
603920,世运电路,15.08
603922,金鸿顺,17.54
603926,铁流股份,20.40
603927,中科软,16.18
603928,兴业股份,10.12
603929,亚翔集成,4.94
603933,睿能科技,20.20
603936,博敏电子,8.06
603937,丽岛新材,9.59
603938,三孚股份,9.64
603939,益丰药房,19.47
603955,大千生态,15.26
603956,威派格,5.70
603958,哈森股份,9.15
603959,百利科技,6.03
603960,克来机电,9.51
603963,大理药业,12.58
603966,法兰泰克,7.32
603967,中创物流,15.32
603968,醋化股份,19.58
603969,银龙股份,13.79
603970,中农立华,12.47
603976,正川股份,14.32
603977,国泰集团,6.45
603978,深圳新星,29.93
603979,金诚信,17.19
603980,吉华集团,17.20
603982,泉峰汽车,9.79
603983,丸美股份,20.54
603985,恒润股份,26.97
603986,兆易创新,23.26
603987,康德莱,9.50
603988,中电电机,14.88
603989,艾华集团,20.74
603990,麦迪科技,9.69
603991,至正股份,10.61
603992,松霖科技,13.54
603993,洛阳钼业,3.00
603996,ST中新,10.52
603997,继峰股份,7.97
603998,方盛制药,14.85
603999,读者传媒,9.77
000001,平安银行,40.00
000002,万科A,1.00
000004,国农科技,1.00
000005,世纪星源,10.00
000006,深振业A,10.00
000007,全新好,1.00
000008,神州高铁,7.90
000009,中国宝安,3.00
000010,*ST美丽,1.00
000011,深物业A,3.60
000012,南玻A,3.38
000014,沙河股份,2.38
000016,深康佳A,3.90
000017,深中华A,3.75
000018,*ST神城,1.50
000019,深粮控股,2.10
000020,深华发A,1.90
000021,深科技,4.65
000023,深天地A,3.10
000025,特力A,4.18
000026,飞亚达A,3.60
000027,深圳能源,3.50
000028,国药一致,3.50
000029,深深房A,3.80
000030,富奥股份,4.55
000031,大悦城,4.38
000032,深桑达A,3.36
000034,神州数码,5.20
000035,中国天楹,3.90
000036,华联控股,2.60
000037,深南电A,4.60
000038,深大通,3.68
000039,中集集团,8.50
000040,东旭蓝天,6.00
000042,中洲控股,10.80
000043,中航善达,5.50
000045,深纺织A,3.90
000046,泛海控股,6.30
000048,康达尔,4.80
000049,德赛电池,4.95
000050,深天马A,4.50
000055,方大集团,5.18
000056,皇庭国际,4.78
000058,深赛格,6.80
000059,华锦股份,5.38
000060,中金岭南,8.00
000061,农产品,8.38
000062,深圳华强,11.40
000063,中兴通讯,6.81
000065,北方国际,3.98
000066,中国长城,6.58
000068,华控赛格,5.45
000069,华侨城A,6.18
000070,特发信息,7.90
000078,海王生物,5.36
000088,盐田港,5.31
000089,深圳机场,6.38
000090,天健集团,8.00
000096,广聚能源,6.00
000099,中信海直,10.20
000100,TCL集团,4.26
000150,宜华健康,7.68
000151,中成股份,7.78
000153,丰原药业,18.80
000155,川能动力,6.18
000156,华数传媒,8.98
000157,中联重科,12.74
000158,常山北明,6.18
000159,国际实业,5.88
000166,申万宏源,4.86
000301,东方盛虹,4.18
000333,美的集团,44.56
000338,潍柴动力,20.47
000400,许继电气,9.24
000401,冀东水泥,5.38
000402,金融街,3.68
000403,双林生物,3.78
000404,长虹华意,4.08
000407,胜利股份,6.00
000408,藏格控股,4.80
000409,ST地矿,5.68
000410,*ST沈机,4.16
000411,英特集团,4.60
000413,东旭光电,6.28
000415,渤海租赁,6.00
000416,民生控股,5.35
000417,合肥百货,5.80
000419,通程控股,6.08
000420,吉林化纤,6.99
000421,南京公用,5.60
000422,ST宜化,5.90
000423,东阿阿胶,5.28
000425,徐工机械,4.80
000426,兴业矿业,5.88
000428,华天酒店,5.98
000429,粤高速A,5.41
000430,张家界,6.80
000488,晨鸣纸业,20.80
000498,山东路桥,5.88
000501,鄂武商A,3.50
000502,绿景控股,1.00
000503,国新健康,1.00
000504,*ST生物,1.00
000505,京粮控股,1.00
000506,中润资源,13.60
000507,珠海港,1.00
000509,华塑控股,1.00
000510,新金路,3.20
000513,丽珠集团,6.38
000514,渝开发,1.00
000516,国际医学,2.10
000517,荣安地产,3.30
000518,四环生物,2.50
000519,中兵红箭,200.00
000520,长航凤凰,6.00
000521,长虹美菱,4.80
000523,广州浪奇,6.90
000524,岭南控股,6.28
000525,红太阳,2.68
000526,紫光学大,2.00
000528,柳工,4.20
000529,广弘控股,7.20
000530,大冷股份,3.50
000531,穗恒运A,4.80
000532,华金资本,7.83
000533,顺钠股份,4.18
000534,万泽股份,6.42
000536,华映科技,1.68
000537,广宇发展,3.68
000538,云南白药,3.38
000539,粤电力A,9.80
000540,中天金融,3.10
000541,佛山照明,10.23
000543,皖能电力,2.50
000544,中原环保,3.50
000545,金浦钛业,5.00
000546,金圆股份,4.00
000547,航天发展,2.38
000548,湖南投资,2.88
000550,江铃汽车,3.60
000551,创元科技,4.60
000552,靖远煤电,3.00
000553,安道麦A,3.10
000554,泰山石油,5.00
000555,神州信息,3.00
000557,西部创业,3.98
000558,莱茵体育,3.68
000559,万向钱潮,3.80
000560,我爱我家,3.96
000561,烽火电子,4.55
000563,陕国投A,2.00
000564,供销大集,2.50
000565,渝三峡A,3.70
000566,海南海药,5.80
000567,海德股份,5.95
000568,泸州老窖,5.83
000570,苏常柴A,3.90
000571,*ST大洲,6.00
000572,*ST海马,6.68
000573,粤宏远A,6.38
000576,广东甘化,6.30
000581,威孚高科,4.88
000582,北部湾港,1.00
000584,哈工智能,3.50
000585,ST东电,5.20
000586,汇源通信,200.00
000587,金洲慈航,1.00
000589,贵州轮胎,4.50
000590,启迪古汉,6.00
000591,太阳能,1.00
000592,平潭发展,4.33
000593,大通燃气,2.50
000595,宝塔实业,4.15
000596,古井贡酒,8.48
000597,东北制药,6.68
000598,兴蓉环境,5.90
000599,青岛双星,4.90
000600,建投能源,5.30
000601,韶能股份,8.60
000603,盛达资源,7.38
000605,渤海股份,4.00
000606,顺利办,4.30
000607,华媒控股,4.00
000608,阳光股份,4.10
000609,中迪投资,7.50
000610,西安旅游,3.80
000611,*ST天首,6.48
000612,焦作万方,6.80
000613,大东海A,3.20
000615,京汉股份,7.80
000616,海航投资,5.00
000617,中油资本,4.18
000619,海螺型材,5.88
000620,新华联,5.18
000622,恒立实业,5.98
000623,吉林敖东,7.20
000625,长安汽车,6.36
000626,远大控股,3.88
000627,天茂集团,9.30
000628,高新发展,9.38
000629,攀钢钒钛,3.70
000630,铜陵有色,5.25
000631,顺发恒业,6.98
000632,三木集团,5.00
000633,合金投资,1.00
000635,英力特,4.50
000636,风华高科,8.50
000637,茂化实华,1.21
000638,万方发展,8.38
000639,西王食品,1.00
000650,仁和药业,6.26
000651,格力电器,2.50
000652,泰达股份,2.80
000655,金岭矿业,1.60
000656,金科股份,100.00
000657,中钨高新,4.85
000659,珠海中富,2.60
000661,长春高新,8.80
000662,天夏智慧,4.68
000663,永安林业,5.00
000665,湖北广电,1.00
000666,经纬纺机,4.50
000667,美好置业,1.00
000668,荣丰控股,100.00
000669,金鸿控股,4.60
000670,*ST盈方,1.50
000671,阳光城,1.00
000672,上峰水泥,1.00
000673,当代东方,7.15
000676,智度股份,5.20
000677,恒天海龙,100.00
000678,襄阳轴承,11.18
000679,大连友谊,9.80
000680,山推股份,4.28
000681,视觉中国,5.30
000682,东方电子,7.88
000683,远兴能源,5.11
000685,中山公用,6.74
000686,东北证券,6.38
000687,华讯方舟,6.30
000688,国城矿业,4.94
000690,宝新能源,7.08
000691,亚太实业,6.15
000692,惠天热电,12.13
000695,滨海能源,2.20
000697,炼石航空,5.95
000698,沈阳化工,6.40
000700,模塑科技,100.00
000701,厦门信达,4.07
000702,正虹科技,7.06
000703,恒逸石化,1.00
000705,浙江震元,4.45
000707,ST双环,7.60
000708,中信特钢,8.70
000709,河钢股份,9.22
000710,贝瑞基因,5.10
000711,京蓝科技,4.09
000712,锦龙股份,7.28
000713,丰乐种业,6.75
000715,中兴商业,7.50
000716,黑芝麻,3.75
000717,韶钢松山,7.76
000718,苏宁环球,6.45
000719,中原传媒,1.00
000720,新能泰山,6.86
000721,西安饮食,3.15
000722,湖南发展,5.09
000723,美锦能源,5.80
000725,京东方A,16.80
000726,鲁泰A,17.80
000727,华东科技,6.16
000728,国元证券,7.20
000729,燕京啤酒,7.34
000731,四川美丰,8.85
000732,泰禾集团,4.30
000733,振华科技,7.81
000735,罗牛山,4.35
000736,中交地产,3.30
000737,ST南风,6.47
000738,航发控制,7.20
000739,普洛药业,5.70
000750,国海证券,6.99
000751,锌业股份,7.42
000752,*ST西发,3.38
000753,漳州发展,7.02
000755,山西路桥,5.55
000756,新华制药,3.45
000757,浩物股份,6.19
000758,中色股份,7.96
000759,中百集团,5.25
000760,*ST斯太,1.00
000761,本钢板材,5.40
000762,西藏矿业,6.90
000766,通化金马,7.23
000767,漳泽电力,6.00
000768,中航飞机,6.15
000776,广发证券,3.60
000777,中核科技,5.33
000778,新兴铸管,9.80
000779,甘咨询,5.50
000780,平庄能源,5.66
000782,美达股份,6.33
000783,长江证券,5.89
000785,武汉中商,2.80
000786,北新建材,5.93
000788,北大医药,5.70
000789,万年青,4.26
000790,泰合健康,1.80
000791,甘肃电投,5.47
000792,*ST盐湖,4.35
000793,华闻集团,5.74
000795,英洛华,5.31
000796,凯撒旅游,7.74
000797,中国武夷,6.72
000798,中水渔业,7.24
000799,酒鬼酒,8.00
000800,一汽轿车,6.80
000801,四川九洲,1.00
000802,北京文化,4.72
000803,金宇车城,1.00
000806,ST银河,5.92
000807,云铝股份,4.90
000809,铁岭新城,1.00
000810,创维数字,100.00
000811,冰轮环境,100.00
000812,陕西金叶,5.26
000813,德展健康,4.57
000815,美利云,4.51
000816,ST慧业,8.52
000818,航锦科技,6.31
000819,岳阳兴长,100.00
000820,*ST节能,4.29
000821,京山轻机,7.64
000822,山东海化,5.23
000823,超声电子,4.97
000825,太钢不锈,4.32
000826,启迪环境,5.99
000828,东莞控股,7.75
000829,天音控股,5.00
000830,鲁西化工,6.58
000831,五矿稀土,4.03
000833,粤桂股份,4.10
000835,长城动漫,5.13
000836,富通鑫茂,5.04
000837,秦川机床,3.74
000838,财信发展,1.25
000839,中信国安,7.09
000848,承德露露,5.52
000850,华茂股份,4.33
000851,高鸿股份,3.63
000852,石化机械,4.75
000856,冀东装备,3.58
000858,五粮液,14.77
000859,国风塑业,4.85
000860,顺鑫农业,5.90
000861,海印股份,5.19
000862,银星能源,4.87
000863,三湘印象,5.80
000868,*ST安凯,5.69
000869,张裕A,20.00
000875,吉电股份,4.53
000876,新希望,6.90
000877,天山股份,5.29
000878,云南铜业,6.26
000880,潍柴重机,11.87
000881,中广核技,7.00
000882,华联股份,3.20
000883,湖北能源,6.38
000885,城发环境,7.08
000886,海南高速,5.92
000887,中鼎股份,6.68
000888,峨眉山A,6.76
000889,中嘉博创,3.78
000890,法尔胜,6.40
000892,欢瑞世纪,5.00
000893,东凌国际,4.51
000895,双汇发展,6.24
000897,*ST津滨,4.65
000898,鞍钢股份,3.90
000899,赣能股份,6.94
000900,现代投资,10.45
000901,航天科技,6.20
000902,新洋丰,4.73
000903,云内动力,6.48
000905,厦门港务,5.53
000906,浙商中拓,4.60
000908,景峰医药,5.79
000909,数源科技,5.18
000910,大亚圣象,6.25
000911,*ST南糖,4.21
000912,泸天化,5.98
000913,钱江摩托,5.38
000915,山大华特,4.68
000917,电广传媒,9.18
000918,嘉凯城,7.00
000919,金陵药业,8.40
000920,南方汇通,5.55
000921,海信家电,9.98
000922,佳电股份,6.82
000923,河北宣工,3.72
000925,众合科技,8.20
000926,福星股份,5.43
000927,一汽夏利,6.00
000928,中钢国际,6.28
000929,兰州黄河,7.72
000930,中粮科技,6.50
000931,中关村,23.49
000932,华菱钢铁,5.30
000933,神火股份,7.50
000935,四川双马,4.50
000936,华西股份,8.30
000937,冀中能源,7.83
000938,紫光股份,11.75
000939,*ST凯迪,6.59
000948,南天信息,8.13
000949,新乡化纤,7.80
000950,重药控股,4.63
000951,中国重汽,3.76
000952,广济药业,5.03
000953,*ST河化,4.15
000955,欣龙控股,5.80
000957,中通客车,5.94
000958,东方能源,5.70
000959,首钢股份,5.15
000960,锡业股份,6.00
000961,中南建设,4.08
000962,东方钽业,9.40
000963,华东医药,5.76
000965,天保基建,4.60
000966,长源电力,6.10
000967,盈峰环境,6.62
000968,蓝焰控股,4.60
000969,安泰科技,14.98
000970,中科三环,7.50
000971,*ST高升,4.42
000972,ST中基,5.00
000973,佛塑科技,6.28
000975,银泰黄金,6.60
000976,华铁股份,8.68
000977,浪潮信息,7.71
000978,桂林旅游,6.86
000980,众泰汽车,5.49
000981,ST银亿,8.68
000982,*ST中绒,8.60
000983,西山煤电,6.49
000985,大庆华科,8.34
000987,越秀金控,4.08
000988,华工科技,13.98
000989,九芝堂,9.00
000990,诚志股份,9.90
000993,闽东电力,11.50
000995,*ST皇台,7.80
000996,中国中期,8.28
000997,新大陆,15.88
000998,隆平高科,12.98
000999,华润三九,8.45
001696,宗申动力,100.00
001872,招商港口,3.10
001896,豫能控股,3.36
001965,招商公路,8.18
001979,招商蛇口,23.60
002001,新和成,13.41
002002,鸿达兴业,7.32
002003,伟星股份,7.37
002004,华邦健康,9.60
002005,*ST德豪,18.20
002006,精功科技,7.72
002007,华兰生物,15.74
002008,大族激光,9.20
002009,天奇股份,6.89
002010,传化智联,9.91
002011,盾安环境,11.42
002012,凯恩股份,7.03
002013,中航机电,6.12
002014,永新股份,8.63
002015,协鑫能科,6.62
002016,世荣兆业,7.50
002017,东信和平,10.43
002019,亿帆医药,12.57
002020,京新药业,10.05
002021,*ST中捷,9.93
002022,科华生物,11.12
002023,海特高新,11.88
002024,苏宁易购,16.33
002025,航天电器,7.00
002026,山东威达,8.68
002027,分众传媒,10.56
002028,思源电气,16.45
002029,七匹狼,7.45
002030,达安基因,7.30
002031,巨轮智能,7.34
002032,苏泊尔,12.21
002033,丽江旅游,6.90
002034,旺能环境,12.00
002035,华帝股份,8.00
002036,联创电子,6.42
002037,久联发展,6.66
002038,双鹭药业,12.00
002039,黔源电力,5.97
002040,南京港,7.42
002041,登海种业,16.70
002042,华孚时尚,3.80
002043,兔宝宝,4.98
002044,美年健康,3.55
002045,国光电器,10.80
002046,轴研科技,6.39
002047,宝鹰股份,8.60
002048,宁波华翔,5.75
002049,紫光国微,4.78
002050,三花智控,7.39
002051,中工国际,7.40
002052,同洲电子,16.00
002053,云南能投,7.30
002054,德美化工,6.20
002055,得润电子,7.88
002056,横店东磁,10.60
002057,中钢天源,4.68
002058,威尔泰,6.08
002059,云南旅游,3.60
002060,粤水电,5.09
002061,浙江交科,6.00
002062,宏润建设,9.18
002063,远光软件,5.80
002064,华峰氨纶,6.70
002065,东华软件,14.50
002066,瑞泰科技,6.03
002067,景兴纸业,4.16
002068,黑猫股份,7.40
002069,獐子岛,25.00
002071,长城影视,3.88
002072,*ST凯瑞,3.24
002073,软控股份,26.00
002074,国轩高科,7.88
002075,沙钢股份,4.25
002076,雪莱特,6.86
002077,大港股份,5.30
002078,太阳纸业,16.70
002079,苏州固锝,6.39
002080,中材科技,8.98
002081,金螳螂,12.80
002082,万邦德,6.36
002083,孚日股份,6.69
002084,海鸥住工,8.03
002085,万丰奥威,5.66
002086,ST东海洋,7.49
002087,新野纺织,5.19
002088,鲁阳节能,11.00
002089,*ST新海,8.66
002090,金智科技,14.20
002091,江苏国泰,8.00
002092,中泰化学,6.60
002093,国脉科技,10.10
002094,青岛金王,7.69
002095,生意宝,14.09
002096,南岭民爆,9.38
002097,山河智能,10.00
002098,浔兴股份,5.35
002099,海翔药业,11.56
002100,天康生物,10.86
002101,广东鸿图,11.41
002102,ST冠福,5.96
002103,广博股份,6.60
002104,恒宝股份,8.43
002105,信隆健康,3.40
002106,莱宝高科,20.00
002107,沃华医药,10.85
002108,沧州明珠,10.16
002109,兴化股份,10.80
002110,三钢闽光,6.00
002111,威海广泰,8.70
002112,三变科技,9.80
002113,ST天润,8.08
002114,罗平锌电,10.08
002115,三维通信,9.15
002116,中国海诚,6.88
002117,东港股份,10.28
002118,紫鑫药业,9.56
002119,康强电子,11.10
002120,韵达股份,10.22
002121,科陆电子,11.00
002122,*ST天马,29.00
002123,梦网集团,18.90
002124,天邦股份,10.25
002125,湘潭电化,6.50
002126,银轮股份,8.38
002127,南极电商,9.40
002128,露天煤业,9.80
002129,中环股份,5.81
002130,沃尔核材,15.72
002131,利欧股份,13.69
002132,恒星科技,8.00
002133,广宇集团,10.80
002134,天津普林,8.28
002135,东南网架,9.60
002136,安纳达,8.08
002137,麦达数字,10.30
002138,顺络电子,13.60
002139,拓邦股份,10.48
002140,东华科技,20.00
002141,贤丰控股,8.51
002142,宁波银行,9.20
002143,印纪退,10.15
002144,宏达高科,5.43
002145,中核钛白,5.58
002146,荣盛发展,12.93
002147,ST新光,8.12
002148,北纬科技,18.00
002149,西部材料,8.48
002150,通润装备,13.98
002151,北斗星通,12.18
002152,广电运通,16.88
002153,石基信息,21.50
002154,报喜鸟,12.60
002155,湖南黄金,12.50
002156,通富微电,8.82
002157,正邦科技,11.09
002158,汉钟精机,9.08
002159,三特索道,5.68
002160,常铝股份,6.98
002161,远望谷,13.30
002162,悦心健康,5.08
002163,中航三鑫,8.15
002164,宁波东力,8.20
002165,红宝丽,12.09
002166,莱茵生物,9.89
002167,东方锆业,8.91
002168,惠程科技,19.13
002169,智光电气,9.31
002170,芭田股份,10.16
002171,楚江新材,11.66
002172,澳洋健康,14.85
002173,创新医疗,11.30
002174,游族网络,5.68
002175,*ST东网,11.09
002176,江特电机,11.80
002177,御银股份,13.79
002178,延华智能,7.89
002179,中航光电,16.19
002180,纳思达,13.88
002181,粤传媒,7.49
002182,云海金属,10.79
002183,怡亚通,24.89
002184,海得控制,12.90
002185,华天科技,10.55
002186,全聚德,11.39
002187,广百股份,11.68
002188,*ST巴士,10.07
002189,中光学,5.10
002190,*ST集成,9.90
002191,劲嘉股份,17.78
002192,融捷股份,9.29
002193,如意集团,13.07
002194,武汉凡谷,21.10
002195,二三四五,10.49
002196,方正电机,7.48
002197,证通电子,11.28
002198,嘉应制药,5.99
002199,东晶电子,8.80
002200,*ST云投,16.49
002201,九鼎新材,10.19
002202,金风科技,36.00
002203,海亮股份,11.17
002204,大连重工,10.78
002205,国统股份,7.69
002206,海利得,14.69
002207,ST准油,7.85
002208,合肥城建,15.60
002209,达意隆,4.24
002210,*ST飞马,7.79
002211,宏达新材,10.49
002212,南洋股份,15.12
002213,特尔佳,4.70
002214,大立科技,6.80
002215,诺普信,9.95
002216,三全食品,21.59
002217,合力泰,11.39
002218,拓日新能,10.79
002219,恒康医疗,6.18
002220,ST天宝,17.07
