stock_id,share_holder_company
600162,深圳市金海马实业股份有限公司
600162,香江集团有限公司
600162,金鹰基金-工商银行-万向信托-星辰34号事务管理类单一资金信托
600162,金元顺安基金-兴业银行-上海爱建信托-爱建信托欣欣2号定向增发事务管理类单一资金信托
600162,前海开源基金-浦发银行-中融国际信托-中融-融珲62号单一资金信托
600162,深圳市香江股权投资管理有限公司-香江汇通一期证券投资基金
600162,招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
600162,香港中央结算有限公司
600162,荣南南
600163,福建省投资开发集团有限责任公司
600163,海峡产业投资基金(福建)有限合伙企业
600163,福建华兴创业投资有限公司
600163,福建省水利投资开发集团有限公司
600163,福建省铁路投资有限责任公司
600163,福建华兴新兴创业投资有限公司
600163,福建省招标采购集团有限公司
600163,孙贞兰
600163,福建省冶金工业设计院有限公司
600163,陈爱群
600165,上海中能企业发展(集团)有限公司
600165,陈豪进
600165,杨保印
600165,余芳琴
600165,国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划
600165,王青利
600165,虞丽珍
600165,国通信托有限责任公司-国通信托·紫金8号集合资金信托计划
600165,华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划
600165,黄拓
600166,北京汽车集团有限公司
600166,北京国有资本经营管理中心
600166,许加元
600166,常柴股份有限公司
600166,中国证券金融股份有限公司
600166,中央汇金资产管理有限责任公司
600166,潍柴动力股份有限公司
600166,首钢集团有限公司
600166,山东莱动内燃机有限公司
600166,诸城市义和车桥有限公司
600167,联众新能源有限公司
600167,联美集团有限公司
600167,金鹰基金-浙商银行-云南国际信托-云信富春5号单一资金信托
600167,拉萨和泰装修有限公司
600167,联众新能-国泰君安-19联众EB担保及信托财产专户
600167,周泽亮
600167,周如明
600167,中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
600167,全国社保基金一零八组合
600167,上海美季信息科技有限公司
600168,武汉市水务集团有限公司
600168,北京碧水源科技股份有限公司
600168,三峡资本控股有限责任公司
600168,大通证券股份有限公司
600168,解剑峰
600168,陈宜辉
600168,傅达清
600168,贺方建
600168,云南国际信托有限公司-源盛恒瑞21号集合资金信托计划
600168,沈芳楼
600169,太原重型机械(集团)制造有限公司
600169,太原重型机械集团有限公司
600169,中央汇金资产管理有限责任公司
600169,山西省旅游投资控股集团有限公司
600169,兴业财富资产-兴业银行-兴业国际信托-兴业信托·恒阳2期集合资金信托计划
600169,中国证券金融股份有限公司
600169,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
600169,河南省兆腾投资有限公司
600169,嘉实基金-农业银行-嘉实中证金融资产管理计划
600169,广发基金-农业银行-广发中证金融资产管理计划
600170,上海建工(集团)总公司
600170,国盛集团-国际金融-15国盛EB担保及信托财产专户
600170,上海国盛(集团)有限公司
600170,长江养老保险股份有限公司-长江养老企业员工持股计划专项养老保障管理产品-上海建工
600170,中国证券金融股份有限公司
600170,香港中央结算有限公司
600170,中央汇金资产管理有限责任公司
600170,博时基金-农业银行-博时中证金融资产管理计划
600170,易方达基金-农业银行-易方达中证金融资产管理计划
600170,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
600171,华大半导体有限公司
600171,中央汇金资产管理有限责任公司
600171,亓蓉
600171,陈强
600171,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
600171,深圳市宝新微投资中心(有限合伙)
600171,香港中央结算有限公司
600171,中国银行股份有限公司-国泰 CES 半导体行业交易型开放式指数证券投资基金
600171,周立功
600171,上海浦东发展银行股份有限公司-景顺长城中证500行业中性低波动指数型证券投资基金
600172,河南黄河实业集团股份有限公司
600172,中原金象投资管理有限公司-中原金象河南民营上市公司发展支持1号私募股权投资基金
600172,陈俊
600172,日本联合材料公司
600172,乔秋生
600172,沈善俊
600172,香港中央结算有限公司
600172,杨琴华
600172,姜圆圆
600172,郑宪平
600173,浙江卧龙置业投资有限公司
600173,浙江龙盛集团股份有限公司
600173,陈金海
600173,卧龙控股集团有限公司
600173,王杰
600173,朱伟
600173,叶兰芳
600173,范一栋
600173,任宝根
600173,刘卫凯
600175,闻掌华
600175,杭州五湖投资合伙企业(有限合伙)
600175,德清百盛股权投资合伙企业(有限合伙)
600175,杭州志恒投资合伙企业(有限合伙)
600175,嘉实资本-工商银行-中航信托-中航信托·天顺1685号单一资金信托
600175,德清涌金股权投资合伙企业(有限合伙)
600175,中国证券金融股份有限公司
600175,北京首都开发控股(集团)有限公司
600175,深圳阜财股权投资合伙企业(有限合伙)
600175,俞建文
600176,中国建材股份有限公司
600176,振石控股集团有限公司
600176,香港中央结算有限公司
600176,中央汇金资产管理有限责任公司
600176,全国社保基金一零一组合
600176,中国银行-华夏大盘精选证券投资基金
600176,全国社保基金一零六组合
600176,汇天泽投资有限公司
600176,招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
600176,中国太平洋人寿保险股份有限公司-分红-个人分红
600177,宁波雅戈尔控股有限公司
600177,昆仑信托有限责任公司-昆仑信托·添盈投资一号集合资金信托计划
600177,中国证券金融股份有限公司
600177,雅戈尔集团股份有限公司回购专用证券账户
600177,李如成
600177,深圳市博睿财智控股有限公司
600177,香港中央结算有限公司
600177,深圳市恩情投资发展有限公司
600177,国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
600177,宁波盛达发展有限公司
600178,中国长安汽车集团有限公司
600178,申韬
600178,邱立平
600178,洪青
600178,陈燕玲
600178,王玉会
600178,姚冰洁
600178,高苏新
600178,张福明
600178,王俊英
600179,郭东泽
600179,郭东圣
600179,北京宏图昌历投资基金管理中心(有限合伙)
600179,平安信托有限责任公司-平安信托*汇安990号集合资金信托
600179,国通信托有限责任公司-国通信托·聚赢88号证券投资单一资金信托
600179,黑龙江黑化集团有限公司
600179,宁波梅山保税港区航懿投资咨询合伙企业(有限合伙)
600179,宁波创越股权投资合伙企业(有限合伙)
600179,长城国融投资管理有限公司
600179,红塔红土基金-中信证券-万向信托-万向信托-星辰82号事务管理类单一资金信托
600180,郑州瑞茂通供应链有限公司
600180,郑州瑞茂通供应链有限公司-2017年非公开发行可交换公司债券质押专户
600180,上海豫辉投资管理中心(有限合伙)
600180,万永兴
600180,中信证券股份有限公司
600180,胡扬忠
600180,刘轶
600180,泰康人寿保险有限责任公司-投连-行业配置
600180,全国社保基金一一六组合
600180,香港中央结算有限公司
600182,佳通轮胎(中国)投资有限公司
600182,黑龙江省国际信托投资公司
600182,中国能源建设集团黑龙江省火电第一工程有限公司
600182,牡丹江鑫汇资产投资经营公司
600182,李陆军
600182,中国信达资产管理股份有限公司
600182,牡丹江桦林橡胶有限责任公司
600182,黑龙江龙桦联营经销公司
600182,宁波亿酷投资管理有限公司-亿酷1期私募证券投资基金
600182,王玉
600183,广东省广新控股集团有限公司
600183,东莞市国弘投资有限公司
600183,伟华电子有限公司
600183,广东省外贸开发有限公司
600183,香港中央结算有限公司
600183,中央汇金资产管理有限责任公司
600183,全国社保基金四零六组合
600183,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪
600183,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
600183,全国社保基金一一二组合
600184,北方光电集团有限公司
600184,湖北华光新材料有限公司
600184,中兵投资管理有限责任公司
600184,中兵投资-广发证券-17中兵EB担保及信托财产专户
600184,红塔创新投资股份有限公司
600184,兵工财务有限责任公司
600184,汇添富基金-宁波银行-汇添富-光电制导1号资产管理计划
600184,招商证券股份有限公司
600184,中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
600184,安信证券股份有限公司
600185,珠海投资控股有限公司
600185,格力地产股份有限公司回购专用证券账户
600185,广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金
600185,泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托
600185,建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划
600185,铜陵发展投资集团有限公司
600185,广州金融控股集团有限公司
600185,杭州滨创股权投资有限公司
600185,中国证券金融股份有限公司
600185,西安飞机工业(集团)有限责任公司
600186,浙江睿康投资有限公司
600186,河南省农业综合开发有限公司
600186,高琪
600186,项城市天安科技有限公司
600186,张晓峰
600186,刘娜
600186,冯桂忠
600186,刘伟
600186,徐金才
600186,王敬
600187,国中(天津)水务有限公司
600187,拉萨经济技术开发区厚康实业有限公司
600187,黑龙江国中水务股份有限公司回购专用证券账户
600187,拉萨经济技术开发区永冠贸易有限公司
600187,中央汇金资产管理有限责任公司
600187,陈开同
600187,大通证券股份有限公司
600187,倪滨江
600187,中国证券金融股份有限公司
600187,陈言上
600188,兖矿集团有限公司
600188,香港中央结算(代理人)有限公司
600188,香港中央结算有限公司
600188,新华人寿保险股份有限公司-分红-个人分红-018L-FH002沪
600188,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪
600188,中央汇金资产管理有限责任公司
600188,新华人寿保险股份有限公司-分红-团体分红-018L-FH001沪
600188,全国社保基金四零三组合
600188,中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金
600188,阿布达比投资局
600189,中国吉林森林工业集团有限责任公司
600189,赵志华
600189,北京睿德嘉信商贸有限公司
600189,上海集虹企业管理合伙企业(有限合伙)
600189,中国华融资产管理股份有限公司
600189,吉林省吉盛资产管理有限责任公司
600189,吉林省亚东国有资本投资有限公司
600189,吉林省泉阳林业局
600189,蒋菊珍
600189,赵立勋
600190,大连港投融资控股集团有限公司
600190,东方集团股份有限公司
600190,西藏海涵交通发展有限公司
600190,西藏天圣交通发展投资有限公司
600190,中国石油天然气集团有限公司
600190,锦州港国有资产经营管理有限公司
600190,锦州港股份有限公司-第二期员工持股计划
600190,锦州港股份有限公司-第一期员工持股计划
600190,辽宁联合资产管理有限公司
600190,中国证券金融股份有限公司
600191,包头草原糖业(集团)有限责任公司
600191,包头市实创经济技术开发有限公司
600191,包头市北普实业有限公司
600191,哈尔滨天翔伟业投资有限公司
600191,付承涛
600191,孙文陆
600191,孙恒耀
600191,赵复明
600191,管宾
600191,张海通
600192,甘肃电气装备集团有限公司
600192,黄泽坚
600192,白欣
600192,冯文军
600192,刘占涛
600192,董慧芬
600192,安伟
600192,肖裕福
600192,中央汇金资产管理有限责任公司
600192,孔秀英
600193,厦门百汇兴投资有限公司
600193,厦门大洋集团股份有限公司
600193,厦门博纳科技有限公司
600193,桑日百汇兴投资有限公司
600193,吴云萍
600193,陆凌云
600193,李奕奇
600193,蒋锡才
600193,张兰凤
600193,束为
600195,中国牧工商集团有限公司
600195,中央汇金资产管理有限责任公司
600195,全国社保基金一一六组合
600195,中国国际金融香港资产管理有限公司-客户资金
600195,泰康人寿保险有限责任公司-投连-多策略优选
600195,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
600195,招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
600195,中国对外经济贸易信托有限公司-淡水泉精选1期
600195,挪威中央银行-自有资金
600195,魁北克储蓄投资集团
600196,上海复星高科技(集团)有限公司
600196,HKSCC NOMINEES LIMITED
600196,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪
600196,中国证券金融股份有限公司
600196,香港中央结算有限公司
600196,全国社保基金一一三组合
600196,基本养老保险基金八零二组合
600196,中央汇金资产管理有限责任公司
600196,泰康人寿保险有限责任公司-分红-个人分红-019L-FH002沪
600196,全国社保基金一一零组合
600197,新疆伊力特集团有限公司
600197,新疆伊力特集团有限公司-2017年非公开发行可交换公司债券质押专户
600197,中国银行股份有限公司-招商中证白酒指数分级证券投资基金
600197,新疆伊力特实业股份有限公司回购专用证券账户
600197,香港中央结算有限公司
600197,伊犁糖烟酒有限责任公司
600197,王铁
600197,张懿
600197,陈波
600197,蔡伟民
600198,电信科学技术研究院有限公司
600198,大唐电信科技产业控股有限公司
600198,金雪松
600198,中国证券金融股份有限公司
600198,牛桂兰
600198,嘉实基金-农业银行-嘉实中证金融资产管理计划
600198,陈勇
600198,华夏基金-农业银行-华夏中证金融资产管理计划
600198,尚大建
600198,谢美玲
600199,安徽金种子集团有限公司
600199,付小铜
600199,新华基金-工商银行-新华基金-金种子1号资产管理计划
600199,中央汇金资产管理有限责任公司
600199,新华基金-工商银行-新华基金-金种子2号资产管理计划
600199,陕西柳林酒业集团有限公司
600199,中国银行股份有限公司-招商中证白酒指数分级证券投资基金
600199,陈浩勤
600199,盛妙芬
600199,梁震
600200,苏州吴中投资控股有限公司
600200,中国证券金融股份有限公司
600200,中央汇金资产管理有限责任公司
600200,毕红芬
600200,曾纪锋
600200,张晓峰
600200,香港中央结算有限公司
600200,徐荣良
600200,马文革
600200,史连明
600201,香港中央结算有限公司
600201,内蒙古金宇生物控股有限公司
600201,中国证券金融股份有限公司
600201,张翀宇
600201,中央汇金资产管理有限责任公司
600201,上海淳韬投资管理有限公司-淳韵价值一号证券投资私募基金
600201,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
600201,鲁丹丹
600201,中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金
600201,中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金
600202,哈尔滨工业投资集团有限公司
600202,薛继珍
600202,夏重阳
600202,张寿清
600202,张鑫
600202,刘锦英
600202,曾强
600202,成都海志股权投资基金管理有限公司-海志成长1号私募投资基金
600202,张远航
600202,林恩纯
600203,福建福日集团有限公司
600203,福建省电子信息(集团)有限责任公司
600203,福建新一代信息技术创业投资有限合伙企业
600203,夏剑锋
600203,平安基金-平安银行-平安大华永智1号特定客户资产管理计划
600203,霍保庄
600203,王清云
600203,杭州德七投资合伙企业(有限合伙)
600203,福州兴合投资管理有限公司
600203,陈景庚
600206,有研科技集团有限公司
600206,中国稀有稀土股份有限公司
600206,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划
600206,闫立辉
600206,郑观次
600206,方争
600206,中国建设银行股份有限公司-国泰国证有色金属行业指数分级证券投资基金
600206,中国工商银行股份有限公司-广发中证央企创新驱动交易型开放式指数证券投资基金
600206,招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
600206,中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
600207,河南投资集团有限公司
600207,富鼎电子科技(嘉善)有限公司
600207,郑州投资控股有限公司
600207,廖强
600207,何阳春
600207,徐国祥
600207,黄怡钦
600207,都富强
600207,周剑萍
600207,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
600208,浙江新湖集团股份有限公司
600208,黄伟
600208,宁波嘉源实业发展有限公司
600208,中国证券金融股份有限公司
600208,浙江恒兴力控股集团有限公司
600208,中国北方工业有限公司
600208,华夏人寿保险股份有限公司-自有资金
600208,华夏人寿保险股份有限公司-传统产品
600208,新湖中宝股份有限公司回购专用证券账户
600208,华澳国际信托有限公司-华澳·臻智56号-新湖中宝员工持股计划集合资金信托计划
600209,海南罗衡机电工程设备安装有限公司
600209,海口金海岸罗顿国际旅业发展有限公司(清算组)
600209,北京德稻教育投资有限公司
600209,戴隆兰
600209,欧阳春霖
600209,艾许东
600209,海口黄金海岸技术产业投资有限公司
600209,吴克斌
600209,赵杨
600209,谢文贤
600210,上海紫江(集团)有限公司
600210,黄允革
600210,香港中央结算有限公司
600210,张萍英
600210,柯维榕
600210,沈雯
600210,中国工商银行股份有限公司-兴业上证红利低波动交易型开放式指数证券投资基金
600210,黄静
600210,林玮卿
600210,鹿梅
600211,西藏康哲企业管理有限公司
600211,西藏华西药业集团有限公司
600211,葛卫东
600211,北京新凤凰城房地产开发有限公司
600211,深圳市康哲药业有限公司
600211,中国建设银行股份有限公司-兴全社会责任混合型证券投资基金
600211,天津康哲医药科技发展有限公司
600211,西藏诺迪康药业股份有限公司回购专用证券账户
600211,中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金
600211,西藏源江创业投资合伙企业(有限合伙)
600212,深圳市大生农业集团有限公司
600212,朱玉文
600212,唐建柏
600212,深圳市安科安全科技文化股份有限公司
600212,施步高
600212,陈宏
600212,上海敏迅资产管理有限公司-敏迅永创财富私募证券投资基金
600212,姜志江
600212,郑文宝
600212,张小庆
600213,潍柴(扬州)亚星汽车有限公司
600213,彭伟燕
600213,丁如革
600213,刘前光
600213,单连霞
600213,于晶
600213,江苏亚星汽车集团有限公司
600213,郭亨长
600213,徐桂琴
600213,周林
600215,万丰锦源控股集团有限公司
600215,长春经开国资控股集团有限公司
600215,阎占表
600215,万丰锦源投资有限公司
600215,吴锦华
600215,严荣飞
600215,郑雨富
600215,裘登尧
600215,徐云红
600215,柴煜英
600216,新昌县昌欣投资发展有限公司
600216,国投高科技投资有限公司
600216,中央汇金资产管理有限责任公司
600216,香港中央结算有限公司
600216,仙居县国有资产投资集团有限公司
600216,浙江省国际贸易集团有限公司
600216,中国建设银行股份有限公司-交银施罗德稳健配置混合型证券投资基金
600216,中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
600216,中国建设银行股份有限公司-交银施罗德蓝筹混合型证券投资基金
600216,中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
600217,中国再生资源开发有限公司
600217,中再资源再生开发有限公司
600217,黑龙江省中再生资源开发有限公司
600217,广东华清再生资源有限公司
600217,中再生投资控股有限公司
600217,唐山市再生资源有限公司
600217,陕西省耀县水泥厂
600217,四川省农业生产资料集团有限公司
600217,银晟资本(天津)股权投资基金管理有限公司
600217,中国银行股份有限公司-景顺长城优选混合型证券投资基金
600218,安徽全柴集团有限公司
600218,牛飞
600218,游云霄
600218,殷玉宝
600218,祝洪波
600218,游波涛
600218,应丽艳
600218,涂智炜
600218,吴萍
600218,陈良勇
600219,南山集团有限公司
600219,山东怡力电业有限公司
600219,中国证券金融股份有限公司
600219,香港中央结算有限公司
600219,中央汇金资产管理有限责任公司
600219,蒙棣良
600219,陈华君
600219,刘自力
600219,大成基金-农业银行-大成中证金融资产管理计划
600219,嘉实基金-农业银行-嘉实中证金融资产管理计划
600220,江苏阳光集团有限公司
600220,陈丽芬
600220,郁琴芬
600220,孙宁玲
600220,中央汇金资产管理有限责任公司
600220,花晓东
600220,刘荷娣
600220,高敏
600220,博时基金-农业银行-博时中证金融资产管理计划
600220,中欧基金-农业银行-中欧中证金融资产管理计划
600221,大新华航空有限公司
600221,海口美兰国际机场有限责任公司
600221,长江财富-浦发银行-上海浦东发展银行股份有限公司海口分行
600221,海航集团有限公司
600221,长江租赁有限公司
600221,中国证券金融股份有限公司
600221,招商财富-建设银行-中信信托-中信·航源金融投资集合资金信托计划
600221,华福基金-兴业银行-长安国际信托-长安信托·海航定增1号单一资金信托
600221,中铁信托有限责任公司-中铁信托·海南航空定向增发权益投资集合资金信托计划
600221,中信建投基金-华夏银行-西藏信托-西藏信托-顺景27号单一资金信托
600222,郑州众生实业集团有限公司
600222,吴澜
600222,河南太龙药业股份有限公司回购专用证券账户
600222,潘德仕
600222,上海博霜雪云投资中心(有限合伙)
600222,潘峻芳
600222,智庆现
600222,孟宪鹏
600222,惠州市三想投资管理有限公司-三想投资实现3号私募证券投资基金
600222,陕西省国际信托股份有限公司-陕国投·昂鸣锡结构化一期证券投资集合资金信托计划
600223,山东省商业集团有限公司
600223,上海方大投资管理有限责任公司
600223,山东省国有资产投资控股有限公司
600223,博山万通达建筑安装公司
600223,山东世界贸易中心
600223,鲁商集团有限公司
600223,淄博市城市资产运营有限公司
600223,付前军
600223,淄博第五棉纺织厂
600223,靳玉德
600225,天津滨海发展投资控股有限公司
600225,天津津诚国有资本投资运营有限公司
600225,上海沅乙投资中心(有限合伙)
600225,刘祖德
600225,张国明
600225,于梅
600225,赵珠莲
600225,庄国文
600225,王桂花
600225,华夏基金-工商银行-陕西省信托-陕国投·盛唐47号定向投资集合资金信托计划
600226,沈培今
600226,鲁剑
600226,升华集团控股有限公司
600226,陆利斌
600226,杨金毛
600226,国盛证券有限责任公司
600226,宋琳
600226,周文彬
600226,李练
600226,孙洁
600227,贵州渔阳贸易有限公司
600227,长城国融投资管理有限公司
600227,中国长城资产管理股份有限公司
600227,贵州赤天化集团有限责任公司
600227,云南国际信托有限公司-云南信托·大西部丝绸之路2号集合资金信托计划
600227,曾鸿斌
600227,东海基金-浦发银行-云南国际信托-云南信托锦瑟年华2号集合资金信托计划
600227,李红卫
600227,伍腾
600227,郑柏林
600228,江西昌九集团有限公司
600228,周勇
600228,毛良玉
600228,曹洪波
600228,李江
600228,孙佳颖
600228,曹洪涛
600228,孙军忠
600228,孙斌忠
600228,李德奎
600229,青岛出版集团有限公司
600229,青岛出版置业有限公司
600229,秦淑荣
600229,青岛产业发展投资有限责任公司
600229,摩根士丹利投资管理公司-摩根士丹利中国A股基金
600229,罗予频
600229,青岛国信发展(集团)有限责任公司
600229,朱善永
600229,香港金融管理局-自有资金
600229,中航信托股份有限公司-中航信托·天启[2017]323号集合资金信托计划
600230,沧州大化集团有限责任公司
600230,向量多维(北京)资本管理有限公司-向量宏观量化3期私募证券投资基金
600230,刘丽丽
600230,中央汇金资产管理有限责任公司
600230,沈朔
600230,姚传敏
600230,河南恒通化工集团有限公司
600230,香港中央结算有限公司
600230,周建林
600230,向量多维(北京)资本管理有限公司-向量ETF量化4期
600231,凌源钢铁集团有限责任公司
600231,天津泰悦投资管理有限公司
600231,九江萍钢钢铁有限公司
600231,宏运(深圳)资本有限公司
600231,付小铜
600231,徐惠工
600231,刘伟
600231,常淑荣
600231,方威
600231,王纪新
600232,浙江金鹰集团有限公司
600232,浙江金鹰股份有限公司回购专用证券账户
600232,李臻
600232,曾新建
600232,陈玉麒
600232,中央汇金资产管理有限责任公司
600232,伍运川
600232,陈离剑
600232,江国强
600232,杨继明
600233,上海圆通蛟龙投资发展(集团)有限公司
600233,杭州阿里创业投资有限公司
600233,上海云锋新创股权投资中心(有限合伙)
600233,喻会蛟
600233,大杨集团有限责任公司
600233,张小娟
600233,平潭沣恒投资管理合伙企业(有限合伙)
600233,上海圆翔投资管理合伙企业(有限合伙)
600233,上海圆欣投资管理合伙企业(有限合伙)
600233,上海圆越投资管理合伙企业(有限合伙)
600233,上海圆科投资管理合伙企业(有限合伙)
600234,深圳市前海派德高盛投资合伙企业(有限合伙)
600234,南京森特派斯投资有限公司
600234,钟安升
600234,刘晓聪
600234,连妙琳
600234,刘文赫
600234,连妙纯
600234,黄秀丽
600234,郑俊杰
600234,侯武宏
600235,嘉兴民丰集团有限公司
600235,姚督生
600235,项英良
600235,宿景顺
600235,陈治海
600235,陈娟
600235,陈小慧
600235,张忠芹
600235,庞云飞
600235,杨庆芬
600236,中国大唐集团有限公司
600236,广西投资集团有限公司
600236,国新博远投资(北京)有限公司
600236,中国长江电力股份有限公司
600236,北京诚通资本运营有限公司
600236,贵州乌江能源投资有限公司
600236,中国证券金融股份有限公司
600236,香港中央结算有限公司
600236,全国社保基金一零五组合
600236,招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
600237,安徽铜峰电子集团有限公司
600237,张素芬
600237,黄锦平
600237,庄林强
600237,胡秀娟
600237,张秀
600237,沈利民
600237,杨君
600237,俞元欢
600237,叶巍
600238,北京东方君盛投资管理有限公司
600238,海口市国有资产经营有限公司
600238,海南红棉投资有限公司
600238,海南红舵实业有限公司
600238,肖丽雯
600238,邓亚平
600238,曲锋
600238,张雪
600238,张颖
600238,海口汇翔健康咨询服务中心(有限合伙)
600239,云南省城市建设投资集团有限公司
600239,陈中一
600239,云南融智投资有限公司
600239,云南省小龙潭矿务局
600239,香港中央结算有限公司
600239,中军天信(北京)投资有限公司
600239,林振洪
600239,宋晓芳
600239,四川省高标建设工程有限公司
600239,闫立辉
600240,华业发展(深圳)有限公司
600240,重庆玖威医疗科技有限公司
600240,重庆禄垚医疗科技有限公司
600240,重庆满垚医疗科技有限公司
600240,中国证券金融股份有限公司
600240,兴全睿众资产-兴业银行-兴全睿众华业资本二期分级特定多客户资产管理计划
600240,鹏华资产-浦发银行-鹏华资产金润24号资产管理计划
600240,鹏华资产-浦发银行-鹏华资产金润28号资产管理计划
600240,徐红
600240,鹏华资产-浦发银行-鹏华资产方圆6号资产管理计划
600241,辽宁时代万恒控股集团有限公司
600241,辽宁交通投资有限责任公司
600241,辽宁润中供水有限责任公司
600241,刘国忠
600241,鞍山达仁投资有限公司
600241,张桂华
600241,黄年山
600241,黄弘毅
600241,庄新建
600241,肖跃庭
600242,上海三盛宏业投资(集团)有限责任公司
600242,五莲云克网络科技中心(有限合伙)
600242,上海兴铭房地产有限公司
600242,北京科博德奥投资合伙企业(有限合伙)
600242,上海庞增投资管理中心(有限合伙)-庞增添益5号私募投资基金
600242,陈立军
600242,上海申炜投资中心(有限合伙)
600242,金凤霞
600242,上海立溢股权投资中心(有限合伙)
600242,杨贵林
600243,青海重型机床有限责任公司
600243,上海圣雍创业投资合伙企业(有限合伙)
600243,北京千石创富-招商银行-广东粤财信托-粤财信托·青海华鼎定增2号单一资金信托计划
600243,深圳市创东方富达投资企业(有限合伙)
600243,兴业全球基金-招商银行-广东粤财信托-粤财信托·青海华鼎定增3号单一资金信托计划
600243,青海机电国有控股有限公司
600243,青海溢峰科技投资有限公司
600243,财通基金-招商银行-粤财信托-粤财信托·青海华鼎定增1号单一资金信托计划
600243,于世光
600243,徐开东
600246,嘉华东方控股(集团)有限公司
600246,万通投资控股股份有限公司
600246,GLP Capital Investment 4 (HK) Limited
600246,上海富诚海富通资产-宁波银行-富诚海富通福瑞通达1号专项资产管理计划
600246,华宝信托有限责任公司-华宝信托-万通地产员工持股一期集合资金信托
600246,曹慧利
600246,北京方顺科技有限公司
600246,赵晓东
600246,闪音琨
600246,林联丰(上海)投资管理有限公司
600247,北京绿科伯创科技有限公司
600247,金惠明
600247,钱小霖
600247,谢征宇
600247,王建飞
600247,麦志勇
600247,曹元峰
600247,夏梁丹
600247,余洁晴
600247,刘先军
600248,陕西延长石油(集团)有限责任公司
600248,刘纯权
600248,金石投资有限公司
600248,武汉中派克恒业创业投资基金合伙企业(有限合伙)
600248,武汉毕派克时代创业投资基金合伙企业(有限合伙)
600248,陕西延化工程建设有限责任公司
600248,武汉北派克伟业创业投资基金合伙企业(有限合伙)
600248,北京京新盛天投资有限公司
600248,陕西省高新技术产业投资有限公司
600248,俞明之
600249,广西柳州市产业投资发展集团有限公司
600249,柳州市经发投资有限责任公司
600249,董维元
600249,柳州市两面针旅游用品厂
600249,朱保山
600249,杜永强
600249,刘文华
600249,徐开东
600249,广西柳州市建设投资开发有限责任公司
600249,孙江桥
600250,南京旅游集团有限责任公司
600250,中国证券投资者保护基金有限责任公司
600250,南京商厦股份有限公司
600250,胡志炜
600250,胡志剑
600250,雷立军
600250,南京斯亚集团有限公司
600250,海通证券股份有限公司约定购回式证券交易专用证券账户
600250,贵州汇新科技发展有限公司
600250,项小庭
600251,新疆冠农集团有限责任公司
600251,新疆铁门关市金汇源资产管理有限公司
600251,中国证券金融股份有限公司
600251,新疆绿原鑫融贸易有限公司
600251,北京鼎盛新元环保装饰技术开发有限公司
600251,中央汇金资产管理有限责任公司
600251,新疆冠农果茸股份有限公司回购专用证券账户
600251,姚婧
600251,深圳抱朴容易资产管理有限公司-抱朴容易3号私募证券投资基金
600251,俞聪
600252,广西投资集团有限公司
600252,中国证券金融股份有限公司
600252,广西中恒实业有限公司
600252,中央汇金资产管理有限责任公司
600252,广西梧州中恒集团股份有限公司回购专用证券账户
600252,博时基金-农业银行-博时中证金融资产管理计划
600252,易方达基金-农业银行-易方达中证金融资产管理计划
600252,大成基金-农业银行-大成中证金融资产管理计划
600252,嘉实基金-农业银行-嘉实中证金融资产管理计划
600252,广发基金-农业银行-广发中证金融资产管理计划
600252,中欧基金-农业银行-中欧中证金融资产管理计划
600252,华夏基金-农业银行-华夏中证金融资产管理计划
600252,银华基金-农业银行-银华中证金融资产管理计划
600252,南方基金-农业银行-南方中证金融资产管理计划
