company_name,stock_id,stock_name,industry_name,legal_person_name,chief_name,area_name,law_office_name,stock_price,share_holder,leader
贵州钢绳股份有限公司,600992,贵绳股份,金属制品,王小刚,王小刚,贵州,贵州佳信律师事务所,7.40,"['贵州钢绳(集团)有限责任公司', '章奕颖', '上海庞增投资管理中心(有限合伙)-庞增添益3号私募投资基金', '傅锋', '王建淼', '付增跃', '王建权', '赵启平', '周宇光', '黄和生']","['严志远', '张成宇', '梁鹏', '梁鹏', '王小刚', '陈建辉', '刘桥', '张建平', '袁湍洪', '魏卫', '张忠福', '马明刚', '黄成远', '马英', '杨期屏', '杨程', '徐伟', '贺孝宇', '王朝义', '张强']"
马应龙药业集团股份有限公司,600993,马应龙,医药制造,陈平,陈平,湖北,湖北瑞通天元律师事务所,16.11,"['中国宝安集团股份有限公司', '武汉国有资产经营有限公司', '全国社保基金五零三组合', '中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金', '中央汇金资产管理有限责任公司', '中国工商银行股份有限公司-景顺长城精选蓝筹混合型证券投资基金', '招商银行股份有限公司-东方红京东大数据灵活配置混合型证券投资基金', '中海信托股份有限公司-金海5号证券投资集合资金信托', '博时基金管理有限公司-社保基金四一九组合', '华一发展有限公司']","['陈平', '赵曼', '夏有章', '王礼德', '翟曹敏', '马倩', '苏光祥', '田正军', '张伟', '王兵', '陈匡国', '夏军', '毛鹏', '黄艳华', '夏有章', '宋志奇', '白玉', '祝强', '谢业祥', '游仕旭']"
云南文山电力股份有限公司,600995,文山电力,电力行业,黄兴仓,黄兴仓,云南,上海柏年律师事务所,8.20,"['云南电网有限责任公司', '云南省地方电力实业开发公司', '东方电气投资管理有限公司', '左军', '施皓天', '温宝慈', '魏玉芳', '苏晋滨', '董明', '赵丽萍']","['孙士云', '张立', '杨红梅', '黄兴仓', '周泠伶', '刘俊峰', '骆东', '王昌照', '周丹', '王晓平', '黄聿邦', '王文玺', '李钊', '张发明', '洪耀龙', '耿周能', '杨勇', '雷鹏', '雷鹏', '宁德稳', '田育南', '杨强', '骆东']"
贵州省广播电视信息网络股份有限公司,600996,贵广网络,文化传媒,李巍,李巍,贵州,北京市中伦律师事务所,8.92,"['贵州广播影视投资有限公司', '中国贵州茅台酒厂(集团)有限责任公司', '中国中化集团有限公司', '贵州电信实业有限公司', '北京歌华有线电视网络股份有限公司', '华数传媒控股股份有限公司', '贵州广电传媒集团有限公司', '全国社会保障基金理事会转持一户', '贵州省文化产业发展基金(有限合伙)', '全国社保基金四一三组合']","['旷宗仁', '马晓维', '李巍', '王先宁', '毛胤强', '乔小燕', '潘文翔', '陈武朝', '黄宗文', '陈晓宁', '冯育顺', '徐军', '黄铁军', '李兰', '魏奇志', '王胜彬', '翟海虹', '丁玉影', '阮志群', '熊劲松', '林世凯']"
开滦能源化工股份有限公司,600997,开滦股份,煤炭采选,苏科舜,苏科舜,河北,北京国枫律师事务所,7.00,"['开滦(集团)有限责任公司', '中国信达资产管理股份有限公司', '中央汇金资产管理有限责任公司', '全国社保基金一零九组合', '易方达积极成长证券投资基金', '翁耀军', '易方达基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托', '上海宝钢国际经济贸易有限公司', '国联安德盛小盘精选证券投资基金', '易方达基金-工商银行-易方达基金臻选2号资产管理计划']","['刘新兵', '刘宝珠', '孙汉玉', '苏科舜', '杜轶', '杨喜民', '李宝和', '张东辉', '房承宣', '房承宣', '邹世春', '侯占友', '梁希峰', '谢向阳', '付永领', '王发良', '楼建波', '肖爱红', '梁俊娇', '张彤', '张永军', '刘宝珠', '侯树忠']"
九州通医药集团股份有限公司,600998,九州通,医药制造,刘宝林,刘宝林,湖北,北京海润天睿律师事务所,13.00,"['上海弘康实业投资有限公司', '楚昌投资集团有限公司', '狮龙国际集团(香港)有限公司', '中山广银投资有限公司', '北京点金投资有限公司', '楚昌投资-海通证券-19楚昌EB01担保及信托财产专户', '九州通医药集团股份有限公司回购专用证券账户', '北京博润银泰投资管理有限公司-博润银泰多策略7号私募证券投资基金', '中国证券金融股份有限公司', '云南白药集团股份有限公司']","['许应政', '余劲松', '陈启明', '杨菊美', '郭磊', '刘义常', '刘兆年', '林新扬', '刘宝林', '陈莉', '谢猛', '刘登攀', '温旭民', '刘志峰', '陈启明', '刘树林', '毛宗福', '龚翼华', '陈松柏', '王家明', '张龙平', '龚翼华', '谷春光', '林新扬', '王启兵', '王琦', '王锦霞']"
招商证券股份有限公司,600999,招商证券,券商信托,霍达,霍达,广东,北京市嘉源律师事务所,31.00,"['深圳市招融投资控股有限公司', '深圳市集盛投资发展有限公司', '香港中央结算(代理人)有限公司', '中国远洋运输有限公司', '河北港口集团有限公司', '中国交通建设股份有限公司', '中国证券金融股份有限公司', '中远海运(广州)有限公司', '香港中央结算有限公司', '中央汇金资产管理有限责任公司']","['胡宇', '赵斌', '熊剑涛', '王章为', '汪棣', '熊剑涛', '谢继军', '胡鸿高', '邓晓力', '霍达', '黄坚', '周语菡', '王文', '何敏', '吴慧峰', '粟健', '向华', '王大雄', '房小兵', '苏敏', '尹虹艳', '吴光焰', '熊贤良', '李晓霏', '肖厚发', '张泽宏', '熊志钢', '熊伟', '马蕴春', '彭磊', '李宗军']"
唐山港集团股份有限公司,601000,唐山港,港口水运,宣国宝,宣国宝,河北,北京市天元律师事务所,8.20,"['唐山港口实业集团有限公司', '河北建投交通投资有限责任公司', '北京京泰投资管理中心', '中晟(深圳)金融服务集团有限公司', '中央汇金资产管理有限责任公司', '河北港口集团(天津)投资管理有限公司', '香港中央结算有限公司', '中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金', '云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划', '国投交通公司']","['李学江', '李顺平', '单利霞', '杨光', '高海英', '张志辉', '李建振', '孙景刚', '陈利俭', '季忻宇', '李立东', '张小锐', '高峰', '荣朝和', '李岳军', '杨光1', '金东光', '孟玉梅', '肖湘', '李顺平', '李立东', '郭萍', '张小强', '宣国宝', '李峰', '杨希安', '王小能', '金东光', '权忠光', '单利霞', '杨志伟', '李建振', '米献炜', '张小强', '於向平']"
大同煤业股份有限公司,601001,大同煤业,煤炭采选,武望国,武望国,山西,北京市金杜律师事务所,6.76,"['大同煤矿集团有限责任公司', '中央汇金资产管理有限责任公司', '河北港口集团有限公司', '中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金', '香港中央结算有限公司', '黄祎彤', '王淑霞', '中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金', '大同新通实业有限责任公司', '上海宝钢国际经济贸易有限公司']","['朱海月', '胡锦元', '王慕良', '荣君', '周培玉', '孙水泉', '刘混举', '钱建军', '朱海月', '武望国', '赵杰', '李端生', '马占元', '曹贤庆', '叶宁华', '吴克斌', '刘杰', '范世兴', '石兴堂', '武毅魁', '张文山', '蒋煜', '王雅山', '尹济民']"
晋亿实业股份有限公司,601002,晋亿实业,机械行业,蔡永龙,蔡永龙,浙江,浙江国傲律师事务所,4.26,"['CHIN CHAMP ENTERPRISE CO., LTD.', '中央汇金资产管理有限责任公司', '香港中央结算有限公司', '潘琴玉', '郭成良', '张景山', '黄明雄', '张熔炉', '董国强', '程天虹']","['孙玲玲', '欧元程', '郎福权', '余小敏', '车佩芬', '蔡林玉华', '曾进凯', '李涛', '滑明奇', '欧元程', '蔡晋彰', '蔡永龙', '俞杰', '薛玲', '卢勇', '沈凯军', '蔡林玉华', '陈锡缓', '蔡晋彰']"
柳州钢铁股份有限公司,601003,柳钢股份,钢铁行业,陈有升,陈有升,广西,上海市锦天城(深圳)律师事务所,10.06,"['广西柳州钢铁集团有限公司', '王文辉', '香港中央结算有限公司', '中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金', '中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)', '中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金', '中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金', '吴小丽', '王丹平', '中国银行股份有限公司-华泰柏瑞量化增强混合型证券投资基金']","['梁培发', '莫朝兴', '陈海', '潘世庆', '阎骏', '袁公章', '施沛润', '甘贵平', '韩宗桂', '张卫权', '覃强', '赵峰', '阮志勇', '李骅', '张奕', '王海英', '裴侃', '陈有升', '韦军尤', '吕智', '覃佩诚', '甘牧原']"
重庆钢铁股份有限公司,601005,重庆钢铁,钢铁行业,周竹平,周竹平,重庆,北京市中伦律师事务所,2.88,"['重庆长寿钢铁有限公司', 'HKSCC NOMINEES LIMITED', '重庆千信能源环保有限公司', '重庆农村商业银行股份有限公司', '重庆国创投资管理有限公司', '中钢设备有限公司', '重庆银行股份有限公司', '兴业银行股份有限公司重庆分行', '中国农业银行股份有限公司重庆市分行', '中船工业成套物流有限公司']","['吕峰', '宋德安', '殷栋', '张朔共', '辛清泉', '张文学', '徐以祥', '涂德令', '曾兢', '李永祥', '王力', '王布林', '周亚平', '张理全', '陆俊勇', '周竹平', '李永祥', '孟祥云', '肖玉新', '王振华']"
大秦铁路股份有限公司,601006,大秦铁路,交运物流,程先东,程先东,山西,北京市众鑫律师事务所,4.95,"['中国铁路太原局集团有限公司', '香港中央结算有限公司', '中国证券金融股份有限公司', '中央汇金资产管理有限责任公司', '河北港口集团有限公司', '全国社保基金一零六组合', '博时基金-农业银行-博时中证金融资产管理计划', '易方达基金-农业银行-易方达中证金融资产管理计划', '大成基金-农业银行-大成中证金融资产管理计划', '嘉实基金-农业银行-嘉实中证金融资产管理计划', '广发基金-农业银行-广发中证金融资产管理计划', '中欧基金-农业银行-中欧中证金融资产管理计划', '华夏基金-农业银行-华夏中证金融资产管理计划', '银华基金-农业银行-银华中证金融资产管理计划', '南方基金-农业银行-南方中证金融资产管理计划', '工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划']","['杜建中', '杨万东', '张利荣', '杨杰', '程先东', '张永青', '田惠民', '朱士强', '关柏林', '田云山', '关柏林', '李孟刚', '郑继荣', '常巍', '昝志宏', '韩世新', '陈磊', '毕守锋', '齐志勇', '李林军', '刘兴武', '黄松青', '田惠民']"
金陵饭店股份有限公司,601007,金陵饭店,旅游酒店,李茜,李茜,江苏,江苏金禾律师事务所,4.25,"['南京金陵饭店集团有限公司', '诗瑞德酒店管理(上海)有限公司', 'SHING KWAN INVESTMENT (SINGAPORE) PTE LTD', '江苏交通控股有限公司', '张剑华', '王骏', '苏宁电器集团有限公司', '许晓明', '黄洁', '江苏凤凰文化贸易集团有限公司']","['吴丽华', '胡明', '马腾飞', '李茜', '王浩', '刘祖元', '成志明', '刘一平', '周俭骏', '曹芳', '金美成', '杨晓岗', '茅宁', '张胜新', '陈建勋', '刘涛', '田锋', '陶彬彦', '金美成']"
