company_name,stock_id,stock_name,industry_name,legal_person_name,chief_name,area_name,law_office_name,stock_price,share_holder,leader
重庆宗申动力机械股份有限公司,001696,宗申动力,交运设备,左宗申,左宗申,重庆,上海锦天城(重庆)律师事务所,100.00,"['重庆宗申高速艇开发有限公司', '西藏国龙实业有限公司', '左宗申', '周歆焱', '中国证券金融股份有限公司', '香港中央结算有限公司', '李俊杰', '陈生巍', '赵世强', '重庆宗申动力机械股份有限公司-第一期员工持股计划']","['李建平', '王大英', '彭科', '张奎', '陈熙', '王仁平', '黄培国', '任晓常', '左宗申', '胡显源', '曾伟', '柴振海', '黄培国', '左宗信', '刘君梅', '陈海', '雷艇', '李耀', '周丹', '蒋宗贵', '刘源洪', '秦忠荣', '陈刚', '陆箐', '郝于冰']"
招商局港口集团股份有限公司,001872,招商港口,港口水运,白景涛,付刚峰,广东,北京市海问律师事务所,3.10,"['China Merchants Investment Development Company Limited', '招商局港通发展(深圳)有限公司', '布罗德福国际有限公司', 'CMBLSA RE FTIF TEMPLETON ASIAN GRW FD GTI 5496', 'NORGES BANK', '招商证券香港有限公司', '麦淑青', '沈怀灵', 'VANGUARD EMERGING MARKETS STOCK INDEX FUND', '陈泽洪']","['郑林伟', '胡芹', '阎帅', '粟健', '宋德星', '刘英杰', '苏启云', '袁宇辉', '白景涛', '李常青', '黄传京', '杨运涛', '温翎', '陆永新', '白景涛', '邓仁杰', '付刚峰', '张翼', '倪克勤', '严刚', '李玉彬', '郑少平']"
河南豫能控股股份有限公司,001896,豫能控股,电力行业,赵书盈,赵书盈,河南,河南仟问律师事务所,3.36,"['河南投资集团有限公司', '李丽', '韩金发', '信诚基金-工商银行-中国对外经济贸易信托有限公司', '何保林', '华章天地传媒投资控股集团有限公司', '中国证券金融股份有限公司', '王秀英', '曹碧波', '信诚基金-中信证券-广州金控资本管理有限公司']","['刘振', '余德忠', '张岩', '赵书盈', '张勇', '代艳霞', '采连革', '刘中显', '王京宝', '崔健', '宋嘉俊', '余德忠', '肖合燕', '张勇', '张静', '刘汴生', '梁文']"
招商局公路网络科技控股股份有限公司,001965,招商公路,高速公路,王秀峰,王秀峰,天津,北京市中伦律师事务所,8.18,"['招商局集团有限公司', '四川交投产融控股有限公司', '中新互联互通投资基金管理有限公司-重庆中新壹号股权投资中心(有限合伙)', '泰康人寿保险有限责任公司-分红-个人分红-019L-FH002深', '天津市京津塘高速公路公司', '民信(天津)投资有限公司', '泰康人寿保险有限责任公司-传统-普通保险产品-019L-CT001深', '北京首发投资控股有限公司', '芜湖信石天路投资管理合伙企业(有限合伙)', '泰康人寿保险有限责任公司-分红-团体分红-019L-FH001深']","['张志学', '刘昌松', '李振蓬', '粟健', '叶红', '杨旭东', '刘昌松', '刘清亮', '梁斌', '张立民', '郑健龙', '王福敏', '倪士林', '吴新华', '刘先福', '周祖梁', '周一波', '陈元钧', '韩道均', '王秀峰', '李钟汉']"
招商局蛇口工业区控股股份有限公司,001979,招商蛇口,房地产,许永军,许永军,广东,广东信达律师事务所,23.60,"['招商局集团有限公司', '招商局轮船有限公司', '国新投资有限公司', '北京诚通金控投资有限公司', '中国人寿保险股份有限公司-分红-个人分红-005L-FH002深', '中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001深', '香港中央结算有限公司', '深圳市招为投资合伙企业(有限合伙)', '中国证券金融股份有限公司', '深圳华侨城股份有限公司', '国开金融有限责任公司', '北京奇点领誉一期投资中心(有限合伙)', '博时资本-招商银行-博时资本管理有限公司', '兴业财富资产-兴业银行-华福证券有限责任公司']","['刘清亮', '罗慧来', '聂黎明', '朱文凯', '胡芹', '周松', '许永军', '蔡元庆', '张林', '黄均隆', '蒋铁峰', '万鑫', '蒋铁峰', '刘伟', '谢扬佳', '李延喜', '刘宁', '褚宗生', '屈文洲', '刘伟']"
浙江新和成股份有限公司,002001,新和成,医药制造,胡柏藩,胡柏藩,浙江,浙江天册律师事务所,13.41,"['新和成控股集团有限公司', '上海重阳战略投资有限公司-重阳战略汇智基金', '全国社保基金五零三组合', '华安未来资产-工商银行-杭州丰信投资合伙企业(有限合伙)', '华安未来资产-工商银行-杭州锐智投资合伙企业(有限合伙)', '全国社保基金一零四组合', '全国社保基金一一四组合', '招商银行股份有限公司-睿远成长价值混合型证券投资基金', '香港中央结算有限公司', '中意资管-招商银行-中意资产-招商银行-定增精选43号资产管理产品']","['郑根土', '王学闻', '金赞芳', '梁晓东', '韩灵丽', '胡柏剡', '胡柏剡', '吕锦梅', '周贵阳', '叶月恒', '石观群', '黄灿', '王学闻', '崔欣荣', '邱金倬', '朱剑敏', '陈学操', '王正江', '石观群', '胡柏藩']"
鸿达兴业股份有限公司,002002,鸿达兴业,化工行业,周奕丰,周奕丰,江苏,北京金诚同达律师事务所,7.32,"['鸿达兴业集团有限公司', '广州市成禧经济发展有限公司', '乌海市皇冠实业有限公司', '国华人寿保险股份有限公司-万能三号', '长城国融投资管理有限公司', '九泰基金-浦发银行-广东粤财信托-粤财信托·鸿达兴业定增1号单一资金信托计划', '中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金', '平安基金-浦发银行-广东粤财信托-粤财信托·鸿仁定增1号单一资金信托计划', '平安基金-浦发银行-广东粤财信托-粤财信托·鸿瑞定增1号单一资金信托计划', '华融证券-招商证券-华融股票宝19号集合资产管理计划']","['胡智薇', '蔡红兵', '温和', '林少韩', '王羽跃', '崔毅', '黄泽君', '张鹏', '周奕丰', '周奕丰', '徐增', '王庆山', '林少韩', '曾如春', '王羽跃', '周明月', '殷付中', '林俊洁', '廖锐浩', '郝海兵', '林桂生']"
浙江伟星实业发展股份有限公司,002003,伟星股份,纺织服装,章卡鹏,章卡鹏,浙江,浙江天册律师事务所,7.37,"['伟星集团有限公司', '章卡鹏', '张三云', '谢瑾琨', '云南国际信托有限公司-伟星股份第一期员工持股集合资金信托计划', '全国社保基金一一五组合', '汇添富基金管理股份有限公司-社保基金四二三组合', '侯又森', '国泰君安证券资管-建设银行-国泰君安君得鑫股票集合资产管理计划', '蔡礼永']","['蔡礼永', '侯又森', '娄常丰', '谢瑾琨', '沈利勇', '蔡礼永', '陈智敏', '毛美英', '沈利勇', '洪波', '叶立君', '张祖兴', '谢瑾琨', '周岳江', '郑阳', '施加民', '张三云', '章卡鹏', '章仁马']"
华邦生命健康股份有限公司,002004,华邦健康,农药兽药,张松山,张松山,重庆,北京市时代九和律师事务所,9.60,"['西藏汇邦科技有限公司', '张松山', '西南证券股份有限公司约定购回专用账户', '董晓明', '李生学', '张一卓', '于俊田', '肖建东', '王加荣', '王榕']","['王榕', '边强', '张海安', '王剑', '彭云辉', '张海安', '郝颖', '于俊田', '王加荣', '彭云辉', '武文生', '张松山', '王文星', '梁爽', '蒋康伟']"
安徽德豪润达电气股份有限公司,002005,*ST德豪,家电行业,王晟,--,安徽,广东信达律师事务所,18.20,"['芜湖德豪投资有限公司', '国寿安保基金-广发银行-华鑫信托-华鑫信托·慧智投资105号集合资金信托计划', '蚌埠高新投资集团有限公司', '陕西省国际信托股份有限公司-陕国投·聚宝盆5号证券投资集合资金信托计划', '建信基金-兴业银行-华鑫信托-华鑫信托·慧智投资103号集合资金信托计划', '北信瑞丰基金-招商银行-华鑫国际信托-华鑫信托·慧智投资104号集合资金信托计划', '吴长江', '新世界策略(北京)投资顾问有限公司', '深圳市宝德昌投资有限公司', '王晟']","['左联', '王晟', '淡兴武', '郝亚超', '沈悦惺', '张娜梅', '王春飞', '王冬雷', '蒋孝安', '杨燕', '杨燕', '陈学军', '涂崎', '李华亭', '李师庆', '郭翠花', '常彤', '汤庆贵']"
浙江精功科技股份有限公司,002006,精功科技,机械行业,金越顺,金越顺,浙江,北京市星河律师事务所,7.72,"['精功集团有限公司', '孙建江', '伍文彬', '浙江省科技开发中心(浙江省技术交易中心)', '邵志明', '王建云', '张素芬', '陈燕萍', '中央汇金资产管理有限责任公司', '林荣']","['卫国军', '章靖忠', '陈建华', '钱明霞', '金越顺', '吴江', '孙卫利', '王永法', '夏青华', '吴海祥', '高菲', '孙卫江', '黄伟明', '王永法', '金力', '吴海祥', '王晋勇', '吴慧琴']"
华兰生物工程股份有限公司,002007,华兰生物,医药制造,安康,安康,河南,安徽承义律师事务所,15.74,"['安康', '重庆市晟康生物科技开发有限公司', '香港科康有限公司', '中国银行股份有限公司-易方达中小盘混合型证券投资基金', '中国证券金融股份有限公司', '香港中央结算有限公司', '中国建设银行股份有限公司-易方达新丝路灵活配置混合型证券投资基金', '交通银行-易方达50指数证券投资基金', '中央汇金资产管理有限责任公司', '新疆晟康新开企业管理顾问有限合伙企业']","['张宝献', '安康', '王延朝', '田莉军', '王启平', '章金刚', '安颖', '马超援', '王启平', '范蓓', '安文琪', '安康', '谢军民', '潘若文', '范蓓', '黄培堂', '蔡林林', '马小伟']"
大族激光科技产业集团股份有限公司,002008,大族激光,机械行业,高云峰,高云峰,广东,北京市君合(深圳)律师事务所,9.20,"['大族控股集团有限公司', '高云峰', '香港中央结算有限公司', '加拿大年金计划投资委员会-自有资金', '中国证券金融股份有限公司', '招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金', '中央汇金资产管理有限责任公司', '加拿大年金计划投资委员会-自有资金(交易所)', '全国社保基金一一六组合', 'UBS AG']","['罗波', '谢家伟', '高云峰', '杨朝辉', '周辉强', '张建群', '黄祥虎', '宁艳华', '王磊', '任宁', '黄亚英', '陈克胜', '吴铭', '吕启涛', '赵光辉', '胡殿君', '唐政', '尹建刚', '陈雪梅', '吕启涛', '张建群', '董育英', '邱大梁', '杜永刚', '王瑾', '高云峰', '陈俊雅']"
天奇自动化工程股份有限公司,002009,天奇股份,机械行业,黄斌,黄斌,江苏,国浩律师(深圳)事务所,6.89,"['黄伟兴', '无锡天奇投资控股有限公司', '白开军', '无锡威孚高科技集团股份有限公司', '杨雷', '云南国际信托有限公司-云南信托-招信智赢19号集合资金信托计划', '常州海坤通信设备有限公司', '王继丽', '新华人寿保险股份有限公司-分红-团体分红-018L-FH001深', '王春燕']","['张宇星', '朱会俊', '陈玉敏', '李锋宝', '费新毅', '张宇星', '仇雪琴', '李明波', '黄斌', '刘显明', '沈保卫', '叶小杰', '沈保卫', '黄斌', '沈贤峰', '胡道义', '马元兴', 'HUA RUN JIE', '吴秋庭', 'HUA RUN JIE']"
传化智联股份有限公司,002010,传化智联,交运物流,徐冠巨,徐冠巨,浙江,浙江浙经律师事务所,9.91,"['传化集团有限公司', '长安财富-广发银行-长安资产·传化物流股权投资专项资产管理计划', '华安未来资产-工商银行-传化集团专项资产管理计划', '长城嘉信资产-宁波银行-王宝军', '徐冠巨', '上海国泰君安君彤投资管理有限公司-上海君彤璟联投资合伙企业(有限合伙)', '上海陆家嘴股权投资基金合伙企业(有限合伙)', '徐观宝', '北京新华汇嘉投资管理有限公司-新华汇嘉互联网产业2号基金', '魏国华']","['徐冠巨', '徐观宝', '周家海', '傅幼林', '李易', '李绍波', '陈捷', '周升学', '谢萍', '徐永鑫', '徐炎', '朱江英', '郭军', '朱江英', '李绍波', '周春生', '辛金国', '徐冠巨', '朱军', '陈坚', '徐虎祥', '周家海', '吴建华']"
浙江盾安人工环境股份有限公司,002011,盾安环境,机械行业,姚新义,姚新义,浙江,北京懋德律师事务所,11.42,"['浙江盾安精工集团有限公司', '盾安控股集团有限公司', '舟山如山汇金壹号投资合伙企业(有限合伙)', '国机财务有限责任公司', '合肥通用机械研究院有限公司', '中航鑫港担保有限公司', '中央汇金资产管理有限责任公司', '中广核财务有限责任公司', '西藏自治区投资有限公司', '门振明']","['周勤', '冯忠波', '蒋家明', '徐燕高', '倪红汝', '冯忠波', '彭颖红', '金晓峰', '李建军', '王新', '申维武', '姚新义', '朱兴军', '江冰', '童太峰', '包先斌', '李建军', '江冰', '郭伟萍', '马永义']"
浙江凯恩特种材料股份有限公司,002012,凯恩股份,造纸印刷,刘溪,刘溪,浙江,北京国枫律师事务所,7.03,"['凯恩集团有限公司', '中央汇金资产管理有限责任公司', '上海道铭投资控股有限公司', '华宝信托有限责任公司-“华宝丰进”31号单一资金信托', '陈宇峰', '周方银', '周国丁', '赵洪华', '郭锐', '王白浪']","['杨亚玲', '刘溪', '孙志超', '华一鸣', '谢美贞', '杨照宇', '冉耕', '杨帆', '刘溪', '周万标', '龚志忠', '俞波', '张程伟', '蔡阳', '陈万平', '傅伟林', '刘成跃', '袁立科', '王白浪']"
中航工业机电系统股份有限公司,002013,中航机电,航天航空,张昆辉,张昆辉,湖北,北京市嘉源律师事务所,6.12,"['中航机载系统有限公司', '中国航空救生研究所', '中航航空产业投资有限公司', '国联安基金-平安银行-上海汽车集团股权投资有限公司', '中国航空工业集团有限公司', '中央汇金资产管理有限责任公司', '宁波景盛股权投资合伙企业(有限合伙)', '中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金', '中航信托股份有限公司-中航信托·天启(2016)186号特定资产收益权投资集合资金信托计划', '中国建设银行股份有限公司-易方达国防军工混合型证券投资基金']","['毛尊平', '武兴全', '纪瑞东', '张国华', '王建刚', '余枫', '周春华', '陈远明', '刘学军', '张昆辉', '张茂松', '李兵', '李兵', '景旭', '庞学礼', '夏保琪', '王学柏', '周勇']"
黄山永新股份有限公司,002014,永新股份,包装材料,孙毅,孙毅,安徽,安徽天禾律师事务所,8.63,"['黄山永佳投资有限公司', '奥瑞金科技股份有限公司', 'MEGA POWDERCOATINGS LTD 美佳粉末涂料有限公司', '永邦中国投资有限公司', '大永真空科技股份有限公司', '北京奥瑞金包装容器有限公司', '中央汇金资产管理有限责任公司', '大连通和投资有限公司-通和宏观对冲一期私募投资基金', '全国社保基金五零二组合', '华泰证券股份有限公司-中庚价值领航混合型证券投资基金']","['鲍祖本', '江文斌', '陈基华', '王斌', '汪学文', '鲍祖本', '方洲', '叶大青', '许立杰', '叶大青', '潘健', '孙毅', '沈陶', '吴慈生', '周原', '洪海洲', '方洲', '王冬', '汪云辉', '高敏坚', '吴朝阳', '吴旭峰', '杨靖超', '陈结淼']"
协鑫能源科技股份有限公司,002015,协鑫能科,纺织服装,朱钰峰,朱钰峰,江苏,江苏世纪同仁律师事务所,6.62,"['上海其辰投资管理有限公司', '协鑫创展控股有限公司', '成都川商贰号股权投资基金中心(有限合伙)', '江苏一带一路投资基金(有限合伙)', '苏州工业园区秉颐清洁能源合伙企业(有限合伙)', '宁波京同科技有限公司', '陈乙超', '甘霖', '朱梦娜', '高峻']","['曾鸣', '王东', '吴治国', '闫浩', '韩晓平', '黄岳元', '彭毅', '黄岳元', '刘斐', '杨阳', '沈强', '邢亚琴', '刘斐', '李明辉', '崔乃荣', '朱钰峰', '王世宏', '费智', '费智']"
广东世荣兆业股份有限公司,002016,世荣兆业,房地产,梁晓进,梁家荣,广东,北京国枫律师事务所,7.50,"['梁社增', '梁家荣', '罗建华', '香港中央结算有限公司', '余洋', '日喀则市世荣投资管理有限公司', '中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)', '朱晓东', '中国工商银行-富国中证红利指数增强型证券投资基金', '朱晓霞']","['张伟光', '梁晓进', '陈银栋', '曹勇', '刘阿苹', '严文俊', '周泽鑫', '龙隆', '王晓华', '薛自强', '梁家荣', '汪礼宏', '梁晓进']"
东信和平科技股份有限公司,002017,东信和平,通讯行业,张晓川,周忠国,广东,浙江天册律师事务所,10.43,"['普天东方通信集团有限公司', '珠海普天和平电信工业有限公司', '中央汇金资产管理有限责任公司', '莫建军', '俞慧军', '杨小萍', '余莉', '蒋爱东', '领航投资澳洲有限公司-领航新兴市场股指基金(交易所)', '蒋日荣']","['宋钢', '邓川', '任勃', '孟洛明', '周忠国', '张晓川', '张晓川', '唐亮', '袁建国', '楼水勇', '费林深', '王立俊', '潘利君', '潘利华', '施文忠', '陈宗潮', '郑晓东', '毕岗', '王欣', '黄小鹏', '倪首萍', '郁方']"
亿帆医药股份有限公司,002019,亿帆医药,医药制造,程先锋,程先锋,浙江,安徽天禾律师事务所,12.57,"['程先锋', '金元顺安基金-宁波银行-华润深国投信托-华润信托·韶夏增利32号单一资金信托', '中国人寿保险股份有限公司-分红-个人分红-005L-FH002深', '青岛海尔创业投资有限责任公司', '江苏一带一路投资基金(有限合伙)', '深圳国调招商并购股权投资基金合伙企业(有限合伙)', '安徽中安健康投资管理有限公司-安徽省中安健康养老服务产业投资合伙企业(有限合伙)', '姜维平', '中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金', '香港中央结算有限公司']","['汪军', '雷新途', '喻海霞', '叶依群', '程先锋', '张颖霆', '张颖霆', '程先锋', '张克坚', '许国汉', '冯德崎', '周本余', '冯德崎', '林行', 'GENHONG CHENG', 'Huang,Yuliang', '张连春', '林行']"
浙江京新药业股份有限公司,002020,京新药业,医药制造,吕钢,吕钢,浙江,上海市锦天城律师事务所,10.05,"['吕钢', '京新控股集团有限公司', '吕岳英', '香港中央结算有限公司', '长城国融投资管理有限公司', '建信基金-杭州银行-杭州玖擎投资管理合伙企业(有限合伙)', '芜湖弘唯基石投资基金管理合伙企业(有限合伙)-信保基石1号专项私募投资基金', '招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金', '上海国际集团资产管理有限公司', '徐剑明']","['洪贇飞', '王能能', '陈绍碧', '金志平', '徐小军', '范晓屏', '金志平', '陈美丽', '胡天庆', '陈美丽', '侯建', '陆伟跃', '吕钢', '史习民', '朱志斌', '林芬娟', '周林', '刘胜']"
中捷资源投资股份有限公司,002021,*ST中捷,机械行业,张炫尧,张炫尧,浙江,北京德恒(杭州)律师事务所,9.93,"['浙江中捷环洲供应链集团股份有限公司', '宁波沅熙股权投资合伙企业(有限合伙)', '蔡开坚', '许江标', '沈利海', '李娟', '黄晓勋', '李恩女', '王雪琳', '三希(北京)资产管理有限公司-三希赤霄一号私募证券投资基金']","['陈国强', '李佶玲', '黄利群', '倪建军', '尉文平', '张炫尧', '赖小鸿', '秦琴', '肖莹', '王端', '张炫尧', '梁振东', '顾新余', '卓红英', '周海涛']"
上海科华生物工程股份有限公司,002022,科华生物,医药制造,胡勇敏,胡勇敏,上海,国浩律师(上海)事务所,11.12,"['League Agent(HK) Limited', '唐伟国', '中国证券金融股份有限公司', '中央汇金资产管理有限责任公司', '李伟奇', '刘向阳', '工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划', '南方基金-农业银行-南方中证金融资产管理计划', '中欧基金-农业银行-中欧中证金融资产管理计划', '博时基金-农业银行-博时中证金融资产管理计划', '大成基金-农业银行-大成中证金融资产管理计划', '嘉实基金-农业银行-嘉实中证金融资产管理计划', '广发基金-农业银行-广发中证金融资产管理计划', '华夏基金-农业银行-华夏中证金融资产管理计划', '银华基金-农业银行-银华中证金融资产管理计划', '易方达基金-农业银行-易方达中证金融资产管理计划']","['杨磊', '罗芳', '李明', '吕秋萍', '吴人伟', '王强', '王莹', '李甄', '陈晓波', '胡勇敏', '唐桢博', '金娣', '吕明方', '丁伟', '王锡林']"
四川海特高新技术股份有限公司,002023,海特高新,航天航空,李飚,李飚,四川,北京市中伦律师事务所,11.88,"['李飚', 'LI ZAICHUN', '中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金', '国华人寿保险股份有限公司-自有资金', '陈克春', '金雪松', '陈珣', '宁波市星通投资管理有限公司', '中国长城资产管理股份有限公司', '中国建设银行股份有限公司-富国中证军工指数分级证券投资基金']","['郑德华', '汤继顺', '郭全芳', '毛科', '李江石', '赵小东', '张龙勇', '万涛', '龙芝云', '李飚', '张培平', '杨红樱', '王廷富', '刘东智', '邓珍容', '彭韶兵', '魏彦廷', '李江石', '辛豪']"
苏宁易购集团股份有限公司,002024,苏宁易购,商业百货,张近东,张近东,江苏,江苏世纪同仁律师事务所,16.33,"['张近东', '苏宁电器集团有限公司', '淘宝(中国)软件有限公司', '苏宁控股集团有限公司', '陈金凤', '金明', '香港中央结算有限公司', '全国社保基金一零四组合', '中央汇金资产管理有限责任公司', '苏宁易购集团股份有限公司-第三期员工持股计划']","['华志松', '孟祥胜', '沈厚才', '肖忠祥', '侯恩龙', '方先明', '张近东', '汪晓玲', '黄金老', '任峻', '杨光', '孙为民', '顾伟', '李建颖', '田睿', '孟祥胜', '柳世平', '徐宏', '黄巍']"
贵州航天电器股份有限公司,002025,航天电器,电子元件,陈振宇,陈振宇,贵州,北京国枫律师事务所,7.00,"['贵州航天工业有限责任公司', '贵州梅岭电源有限公司', '中国建设银行股份有限公司-易方达国防军工混合型证券投资基金', '金世旗国际控股股份有限公司', '中央汇金资产管理有限责任公司', '中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金', '交通银行股份有限公司-易方达科讯混合型证券投资基金', '中国工商银行股份有限公司-易方达科翔混合型证券投资基金', '中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金', '中国建设银行股份有限公司-富国中证军工指数分级证券投资基金']","['唐德宇', '邹作涛', '张旺', '陈振宇', '刘桥', '王令红', '石云爱', '李凌志', '孙贵东', '胡春生', '刘敏', '邹睿', '王跃轩', '史际春', '王忠碧', '王跃轩', '陈怀谷', '唐德宇', '黄俊才', '黄浩', '朱育云']"
山东威达机械股份有限公司,002026,山东威达,机械行业,杨明燕,杨明燕,山东,山东德衡(济南)律师事务所,8.68,"['山东威达集团有限公司', '文登市昆嵛科技开发有限公司', '黄建中', '刘国店', '朱爱华', '中央汇金资产管理有限责任公司', '上海中谷投资管理合伙企业(有限合伙)', '张敬兵', '陈亚评', '徐祥芬']","['李铁松', '杨桂模', '赵登平', '魏宁波', '宋战友', '张红江', '孟红', '刘友财', '孙康进', '姚华阳', '杨明燕', '李铁松', '万勇', '曹信平', '杨桂军', '刘友财', '姜庆明']"
分众传媒信息技术股份有限公司,002027,分众传媒,文化传媒,江南春,江南春,广东,北京市竞天公诚律师事务所,10.56,"['Media Management Hong Kong Limited', '香港中央结算有限公司', '阿里巴巴(中国)网络技术有限公司', '上海筝菁投资管理合伙企业(有限合伙)', 'Gio2 Hong Kong Holdings Limited', '珠海晋汇创富叁号投资企业(有限合伙)', '珠海融悟股权投资合伙企业(有限合伙)', '关玉婵', '上海鸿莹投资管理中心(有限合伙)', '上海赡宏投资管理中心(有限合伙)', '上海鸿黔投资管理中心(有限合伙)', '上海宏琏投资管理中心(有限合伙)']","['葛明', '孔微微', '卓福民', '嵇海荣', '何培芳', '孔微微', '嵇海荣', '江南春', '杭璇', '林南', '葛俊', '杜民', '江南春']"
思源电气股份有限公司,002028,思源电气,输配电气,董增平,董增平,上海,北京大成(上海)律师事务所,16.45,"['董增平', '陈邦栋', '上海承芯企业管理合伙企业(有限合伙)', '李霞', '上海集盖企业管理中心(有限合伙)', '杨小强', '中央汇金资产管理有限责任公司', '香港中央结算有限公司', '中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)', '汤兰芳']","['林凌', '张家荣', '刘怀梅', '秦正余', '郑典富', '董增平', '杨帜华', '陈邦栋', '章孝棠', '陈海燕', '朱玉旭', '林凌', '董增平', 'Peter Quan Xiong']"
福建七匹狼实业股份有限公司,002029,七匹狼,纺织服装,李淑君,周少雄,福建,上海市锦天城(厦门)律师事务所,7.45,"['福建七匹狼集团有限公司', '厦门市高鑫泓股权投资有限公司', '中央汇金资产管理有限责任公司', '香港中央结算有限公司', '基本养老保险基金一零零三组合', '周永伟', '工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划', '南方基金-农业银行-南方中证金融资产管理计划', '中欧基金-农业银行-中欧中证金融资产管理计划', '博时基金-农业银行-博时中证金融资产管理计划', '大成基金-农业银行-大成中证金融资产管理计划', '嘉实基金-农业银行-嘉实中证金融资产管理计划', '广发基金-农业银行-广发中证金融资产管理计划', '华夏基金-农业银行-华夏中证金融资产管理计划', '银华基金-农业银行-银华中证金融资产管理计划', '易方达基金-农业银行-易方达中证金融资产管理计划']","['戴亦一', '周永伟', '周少明', '周力源', '吴兴群', '罗龙祥', '李玲波', '刘晓海', '姚健康', '赵蓓', '范阳秋', '陈平', '吴兴群', '雷根强', '周少雄', '李淑君']"
中山大学达安基因股份有限公司,002030,达安基因,医药制造,何蕴韶,何蕴韶,广东,广东中信协诚律师事务所,7.30,"['广州中大控股有限公司', '广州生物工程中心', '中央汇金资产管理有限责任公司', '程钢', '何蕴韶', '周新宇', '广州珠江实业集团有限公司', '鹏华资产-浦发银行-鹏华资产金润24号资产管理计划', '鹏华资产-浦发银行-鹏华资产方圆6号资产管理计划', '鹏华资产-浦发银行-鹏华资产金润21号资产管理计划']","['孙晓', '苏文荣', '何蕴韶', '吕德勇', '吴翠玲', '卢凯旋', '周新宇', '张斌', '周新宇', '张为结', '张斌', '赵竞红', '黄立强', '黄如晖', '李虎', '陈凌', '黄亮']"
巨轮智能装备股份有限公司,002031,巨轮智能,汽车行业,吴潮忠,吴潮忠,广东,广东君厚律师事务所,7.34,"['吴潮忠', '洪惠平', '郑明略', '陈怡平', '广东粤财信托有限公司-粤财信托·巨轮员工持股1号集合资金信托计划', '李丽璇', '林瑞波', '洪抗波', '中央汇金资产管理有限责任公司', '陈麒']","['廖步云', '吴豪', '李丽璇', '黄家耀', '林瑞波', '张宪民', '吴豪', '吴潮忠', '杨煜俊', '郑景平', '郑栩栩', '林瑞波', '郑栩栩', '杨敏兰', '洪福']"
浙江苏泊尔股份有限公司,002032,苏泊尔,家电行业,Thierry de La Tour d’Artaise,Thierry de La Tour d’Artaise,浙江,国浩律师(杭州)事务所,12.21,"['SEB INTERNATIONALE S.A.S', '香港中央结算有限公司', '中国银行股份有限公司-易方达中小盘混合型证券投资基金', '富达基金(香港)有限公司-客户资金', '法国巴黎银行-自有资金', '中国建设银行股份有限公司-易方达新丝路灵活配置混合型证券投资基金', '中国农业银行股份有限公司-易方达消费行业股票型证券投资基金', '中央汇金资产管理有限责任公司', '中国建设银行股份有限公司-兴全社会责任混合型证券投资基金', '全国社保基金一零九组合']","['王宝庆', 'Philippe SUMEIRE', '叶继德', '徐波', 'Harry Touret', '张俊法', '苏明瑞', 'Stanislas de GRAMONT', 'Jean-Michel PIVETEAU', '苏显泽', 'Nathalie LOMON', '卢兰花', 'Hervé MACHENAUD', 'Thierry de La Tour d’Artaise', '戴怀宗']"
丽江玉龙旅游股份有限公司,002033,丽江旅游,旅游酒店,和献中,和献中,云南,北京大成(昆明)律师事务所,6.90,"['丽江玉龙雪山旅游开发有限责任公司', '华邦生命健康股份有限公司', '云南省投资控股集团有限公司', '丽江市玉龙雪山景区投资管理有限公司', '丽江摩西风情园有限责任公司', '中央汇金资产管理有限责任公司', '赵冠杰', '珠江人寿保险股份有限公司-自有资金', '黄荣军', '珠江人寿保险股份有限公司-万能高']","['张松山', '史云波', '焦炳华', '龙云刚', '杨正彪', '刘晓华', '刘晓华', '刘昱', '张大鹏', '邓丽星', '和程红', '张郁', '陈红', '吕庆泽', '和社军', '杨宁', '王岚', '和献中', '陈方']"
旺能环境股份有限公司,002034,旺能环境,环保工程,芮勇,芮勇,浙江,国浩律师(杭州)事务所,12.00,"['美欣达集团有限公司', '单建明', '长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金', '三峡资本控股有限责任公司', '重庆财信环境资源股份有限公司', '鲍凤娇', '国华人寿保险股份有限公司-传统二号', '北京鼎翰投资有限公司-湖州惠赢投资合伙企业(有限合伙)', '北京西三旗新龙实业集团有限公司', '陈雪巍']","['郝志宏', '宋平', '杨瑛', '姜晓明', '曹悦', '陈超', '蔡海静', '许瑞林', '王学庚', '王学庚', '张益', '金来富', '吴明', '芮勇', '宋平', '蔡建娣']"
