stock_id,chief_name
000619,万涌
000620,苏波
000622,马伟进
000623,李秀林
000625,张宝林
000626,金波
000627,刘益谦
000628,任正
000629,段向东
000630,杨军
000631,管大源
000632,卢少辉
000633,康莹
000635,张华
000636,王广军
000637,范洪岩
000638,张晖
000639,王辉
000650,梅强
000651,董明珠
000652,胡军
000655,刘远清
000656,蒋思海
000657,李仲泽
000659,刘锦钟
000661,马骥
000662,迟晨
000663,吴景贤
000665,王彬
000666,叶茂新
000667,刘道明
000668,王征
000669,王议农
000670,方旭升(代)
000671,林腾蛟
000672,俞锋
000673,施亮
000676,赵立仁
000677,季长彬
000678,高少兵
000679,熊强
000680,刘会胜
000681,廖杰
000682,丁振华
000683,宋为兔
000685,魏军锋(代)
000686,李福春
000687,吴光胜
000688,吴城
000690,宁远喜
000691,马兵
000692,李久旭
000695,张云峰
000697,张政
000698,孙泽胜
000700,曹克波
000701,曾挺毅
000702,刘献文
000703,方贤水
000705,吕军
000707,汪万新
000708,俞亚鹏
000709,于勇
000710,高扬
000711,杨仁贵
000712,朱凤廉
000713,杨林
000715,魏海军
000716,韦清文
000717,李世平
000718,张桂平
000719,郭元军
000720,吴永钢
000721,胡昌民
000722,谭建华
000723,姚锦龙
000725,陈炎顺
000726,刘子斌
000727,周贵祥
000728,蔡咏
000729,赵晓东
000731,陈红浪
000732,黄其森
000733,杨林
000735,徐自力
000736,赵晖
000737,黄振山
000738,张姿
000739,祝方猛
000750,何春梅
000751,于恩沅
000752,殷占武
000753,黄键鹏
000755,杨志贵
000756,张代铭
000757,颜广彤
000758,秦军满
000759,张锦松
000760,郝鹏
000761,高烈
000762,曾泰
000766,张玉富
000767,刘文彦
000768,何胜强
000776,孙树明
000777,彭新英
000778,李成章
000779,宋忠庆
000780,徐晓惠
000782,李坚之
000783,李新华
000785,郝健
000786,王兵
000788,宋金松
000789,江尚文
000790,李小平(代)
000791,刘万祥
000792,王兴富
000793,汪方怀
000795,许晓华
000796,陈小兵
000797,林增忠
000798,宗文峰
000799,王浩
000800,奚国华
000801,霞晖
000802,宋歌
000803,匡志伟
000806,徐宏军
000807,张正基
000809,隋景宝
000810,赖伟德
000811,李增群
000812,袁汉源
000813,张湧
000815,刘雨露
000816,向志鹏
000818,蔡卫东
000819,王妙云
000820,吴浪
000821,李健
000822,方勇
000823,许统广
000825,高建兵
000826,文辉
000828,张庆文
000829,黄绍文
000830,张金成
000831,黄国平
000833,黄祥清
000835,赵锐勇
000836,徐东
000837,严鉴铂
000838,鲜先念
000839,罗宁
000848,梁启朝
000850,倪俊龙
000851,付景林
000852,杜广义
000856,于宝池
000858,曾从钦
000859,黄琼宜
000860,李颖林
000861,邵建明
000862,高原
000863,许文智
000868,戴茂方
000869,周洪江
000875,刘毅勇
000876,刘畅
000877,赵新军
000878,田永忠
000880,徐宏
000881,林坚
000882,李翠芳
000883,田泽新
000885,朱红兵
000886,曾国华
000887,夏鼎湖
000888,王东
000889,吴鹰
000890,陈明军
000892,钟君艳
000893,赖宁昌
000895,万隆
000897,华志忠
000898,王义栋
000899,陈万波
000900,周志中
000901,徐涛
000902,杨才学
000903,杨波
000905,陈朝辉
000906,袁仁军
000908,叶湘武
000909,章国经
000910,陈晓龙
000911,莫菲城
000912,廖廷君
000913,余瑾
000915,任年峰
000917,陈刚
000918,钱永华
000919,梁玉堂
000920,刘溥
000921,汤业国
000922,刘清勇
000923,刘键
000925,潘丽春
000926,谭少群
000927,雷平
000928,陆鹏程
000929,杨世江
000930,佟毅
000931,许钟民
000932,曹志强
000933,崔建友
000935,谢建平
000936,汤维清
000937,杨印朝
000938,于英涛
000939,孙守恩
000948,徐宏灿
000949,邵长金
000950,刘绍云
000951,于瑞群
000952,安靖
000953,施伟光
000955,郭开铸
000957,孙庆民
000958,李固旺
000959,赵民革
000960,汤发
000961,陈锦石
000962,赵文通
000963,吕梁
000965,夏仲昊
000966,杨勤
000967,马刚
000968,王保玉
000969,李军风
000970,王震西
000971,李耀
000972,李豫
000973,黄丙娣
000975,杨海飞
000976,石松山
000977,张磊
000978,李飞影
000980,金浙勇
000981,熊续强
000982,申晨
000983,樊大宏
000985,徐永宁
000987,王恕慧
000988,马新强
000989,李振国
000990,龙大伟
000993,郭嘉祥
000995,赵海峰
000996,姜新
000997,王晶
000998,毛长青
000999,王春城
001696,左宗申
001872,付刚峰
001896,赵书盈
001965,王秀峰
001979,许永军
002001,胡柏藩
002002,周奕丰
002003,章卡鹏
002004,张松山
002005,--
002006,金越顺
002007,安康
002008,高云峰
002009,黄斌
002010,徐冠巨
002011,姚新义
002012,刘溪
002013,张昆辉
002014,孙毅
002015,朱钰峰
002016,梁家荣
002017,周忠国
002019,程先锋
002020,吕钢
002021,张炫尧
002022,胡勇敏
002023,李飚
002024,张近东
002025,陈振宇
002026,杨明燕
002027,江南春
002028,董增平
002029,周少雄
002030,何蕴韶
002031,吴潮忠
002032,Thierry de La Tour d’Artaise
002033,和献中
002034,芮勇
002035,潘叶江
002036,韩盛龙
002037,安胜杰
002038,徐明波
002039,陶云鹏
002040,熊俊
002041,王龙祥
002042,孙伟挺
002043,丁鸿敏
002044,俞熔
002045,陆宏达
002046,朱峰
002047,古少波
002048,周晓峰
002049,刁石京
002050,张亚波
002051,罗艳
002052,刘灿
002053,谢一华
002054,黄冠雄
002055,邱建民
002056,何时金
002057,王文军
002058,李彧
002059,张睿
002060,谢彦辉
002061,邵文年
002062,郑宏舫
002063,陈利浩
002064,杨从登
002065,薛向东
002066,曾大凡
002067,朱在龙
002068,王耀
002069,吴厚刚
002071,赵锐均
002072,纪晓文
002073,何宁
002074,李缜
002075,何春生
002076,柴国生
002077,王茂和
002078,李洪信
002079,吴念博
002080,薛忠民
002081,王汉林
002082,赵守明
002083,孙日贵
002084,唐台英
002085,陈滨
002086,车轼
002087,魏学柱
002088,鹿成滨
002089,张亦斌
002090,贺安鹰
002091,张子燕
002092,王洪欣
002093,陈维
002094,陈索斌
002095,孙德良
002096,陈纪明
002097,何清华
002098,张国根
002099,孙杨
002100,杨焰
002101,黎柏其
002102,陈烈权
002103,王利平
002104,钱京
002105,廖学金
002106,臧卫东
002107,赵丙贤
002108,陈宏伟
002109,樊洺僖
002110,黎立璋
002111,李光太
002112,谢伟世
002113,麦少军
002114,李尤立
002115,李越伦
002116,徐大同
002117,王爱先
002118,郭春林
002119,郑康定
002120,聂腾云
002121,饶陆华
002122,武剑飞
002123,余文胜
002124,张邦辉
002125,谭新乔
002126,徐小敏
002127,张玉祥
002128,刘明胜
002129,沈浩平
002130,周文河
002131,王相荣
002132,谢晓博
002133,王轶磊
002134,张太金
002135,郭明明
002136,陈书勤
002137,陈亚妹
002138,袁金钰
002139,武永强
002140,吴光美
002141,韩桃子
002142,陆华裕
002143,吴冰
002144,沈国甫
002145,黄勉
002146,耿建明
002147,周晓光
002148,傅乐民
002149,巨建辉
002150,柳振江
002151,周儒欣
002152,黄跃珍
002153,李仲初
002154,吴志泽
002155,黄启富
002156,石明达
002157,程凡贵
002158,余昱暄
002159,卢胜
002160,张平
002161,陈光珠
002162,李慈雄
002163,朱强华
002164,宋济隆
002165,芮敬功
002166,秦本军
002167,吴锦鹏
002168,徐海啸
002169,芮冬阳(代)
002170,黄培钊
002171,姜纯
002172,沈学如
002173,--
002174,林奇
002175,张群
002176,朱军
002177,谭骅
002178,潘晖
002179,郭泽义
002180,汪东颖
002181,张强
002182,梅小明
002183,周国辉
002184,许泓
002185,肖胜利
002186,鲍民
002187,王华俊
002188,周鑫
002189,王志亮
002190,石晓卿
002191,乔鲁予
002192,吕向阳
002193,邱亚夫
002194,孟凡博
002195,陈于冰
002196,顾一峰
002197,曾胜强
002198,陈建宁
002199,王皓
002200,张清
002201,王文银
002202,武钢
002203,朱张泉
002204,丛红
002205,李鸿杰
002206,高利民
002207,李岩(代)
002208,王晓毅
002209,张颂明
002210,费益昭
002211,杨鑫
002212,郑汉武
002213,连松育
002214,庞惠民
002215,卢柏强
002216,陈南
002217,文开福
002218,陈五奎
002219,王伟
002220,黄作庆
002221,周一峰
002222,陈辉
002223,吴光明
002224,吴琼瑛
002225,刘百宽
002226,郭曙光
002227,廖晓霞
002228,许晓光
002229,毛伟
002230,刘庆峰
002231,吕琦
002232,吴建会
002233,钟朝晖
002234,孙希民
002235,张杰
002236,傅利泉
002237,黄小平
002238,郑鼎文
002239,张永明
002240,王天广
002241,姜滨
002242,王旭宁
002243,陈寿
002244,戚金兴
002245,陈锴
002246,程向前
002247,余海峰
002248,连小明
002249,鲁楚平
002250,王萍
002251,王填
002252,陈杰
002253,游志胜
002254,宋西全
002255,徐元生
002256,张文
002258,尹英遂
002259,单洋
002260,戚勇
002261,李新宇
002262,孙彭生
002263,骆平
002264,金志国
002265,谢力
002266,孙毅
002267,李谦益
002268,卿昱
002269,胡佳佳
002270,肖毅
002271,李卫国
002272,罗永忠
002273,林敏
002274,朱郁健
002275,邹节明
002276,张珊珊
002277,胡子敬
002278,李芳英
002279,赵福君
002280,何志涛
002281,余少华
002282,陈怀荣
002283,邢运波
002284,黄伟中
002285,陈劲松
002286,邓淑芬
002287,雷菊芳
002288,梁宏
002289,周璐
002290,梁旭
002291,于洪涛
002292,蔡东青
002293,薛伟成
002294,叶澄海
002295,黄裕辉
002296,李海鹰
002297,李勇
002298,瞿洪桂
002299,傅光明
002300,李云孝
002301,陈钦鹏
002302,吴文贵
002303,张珍义
002304,王耀
002305,秦普高
002306,陈继
002307,汪伟
002308,何正宇
002309,王柏兴
002310,慕英杰
002311,薛华
002312,朱江
002313,刘平
002314,田俊彦
002315,沈锦华
002316,王永彬
002317,陈永红
002318,李郑周
002319,周宇斌
002320,林健
002321,曹家富
002322,周方洁
002323,唐继勇
002324,周文
002325,刘年新
002326,王莺妹
002327,林国芳
002328,宋琳
002329,黄嘉棣
002330,郑思敏
002331,周发展
002332,张宇松
002333,吴明福
002334,黄申力
002335,陈成辉
002336,何金明
002337,张晓辰
002338,贾平
002339,王良
002340,许开华
002341,侯毅
002342,杨建忠
002343,吴卫东
002344,张月明
002345,廖木枝
002346,陆仁军
002347,邰正彪
002348,杨旭恩
002349,尹红宇
002350,张新育
002351,张文东
002352,王卫
002353,孙伟杰
002354,沈中华
002355,高赫男
002356,王磊
002357,董和玉
002358,杨合岭
002359,孙明健
002360,张云升
002361,刘志坚
002362,刘迎建
002363,张海燕
002364,朱国锭
002365,陈勇
002366,王雪欣
002367,王友林
002368,刘学林
002369,昌智
002370,陈尧根
002371,张劲松
002372,金红阳
002373,夏曙东
002374,钱建蓉
002375,丁泽成
002376,丛强滋
002377,王昕
002378,黄泽兰
002379,赵前方
002380,刘国耀
002381,沈耿亮
002382,刘文静
002383,郭信平
002384,袁永刚
002385,邵根伙
002386,罗云
002387,程涛
002388,许雷宇
002389,胡梅晓
002390,安怀略
002391,于国权
002392,赵继增
002393,齐铁栓
002394,薛庆龙
002395,唐炳泉
002396,黄奕豪
002397,姜天武
002398,蔡永太
002399,李锂
002400,陈钿隆
002401,蔡惠星
002402,刘建伟
002403,陈合林
002404,周国建
002405,吴劲风
002406,刘延生
002407,李世江
002408,车成聚
002409,沈琦
002410,刁志中
002411,谷晓嘉
002412,刘令安
002413,戴斌
002414,黄立
002415,陈宗年
002416,黄文辉
002417,周世平
002418,王亚骏
002419,高书林
002420,熊海涛
002421,刘磅
002422,刘革新
002423,孙彦敏
002424,姜伟
002425,郑合明
002426,高玉根
002427,邵瑞泽
002428,包文东
002429,顾伟
002430,蒋明
002431,潘晓林
002432,刘毅
002433,柯少彬
002434,黄河清
002435,郁霞秋
002436,邱醒亚
002437,朱吉满
002438,韩力
002439,王佳
002440,阮静波
002441,吴开贤
002442,魏亮
002443,孙进峰
002444,仇建平
002445,向祖荣
002446,杨华
002447,冯文杰
002448,薛德龙
002449,何勇
002450,邬兴均
002451,朱志兰
002452,马孝武
002453,沈明宏
002454,陈焕雄
002455,郑铁江
002456,蔡荣军
002457,马跃
002458,曹积生
002459,王巍
002460,李良彬
002461,王志斌
002462,续文利
002463,吴礼淦
002464,李化亮
002465,杨海洲
002466,蒋卫平
002467,李小龙
002468,陈德军
002469,曲思秋
002470,万连步
002471,俞雷
002472,吴长鸿
002473,张海洋
002474,鲁峰
002475,王来春
002476,吴锋
002478,曹坚
002479,张杰
002480,肖光辉
002481,杨君敏
002482,范志全
002483,吴建
002484,陈卫东
002485,段冬东
002486,王忠辉
002487,金鑫
002488,孙锋峰
002489,谢建勇
002490,刘云龙
002491,颜永庆
002492,王青运
002493,李水荣
002494,贺国英
002495,林平涛
002496,仲汉根
002497,郑戎
002498,陈沛云
002499,黎东
002500,侯巍
002501,王建新
002502,龙学勤
002503,马鸿
002504,何宁
002505,葛俊杰
002506,罗鑫
002507,周斌全
002508,任建华
002509,余厚蜀
002510,常世平
002511,邓颖忠
002512,陈融圣
002513,杨振华
002514,陈东
002515,吴月肖(代)
002516,沈介良
002517,金锋
002518,刘程宇
002519,张红
002520,吴捷
002521,李学峰
002522,陈健
002523,肖建平
002524,周永麟
002526,赵华涛
002527,纪翌
002528,刘肇怀
002529,李良光
002530,朱文明
002531,严俊旭
002532,许敏田
002533,吴学愚
002534,王水福
002535,郭现生
002536,孙耀志
002537,刘国平
002538,金国清
002539,牟嘉云
002540,周福海
002541,商晓波
002542,吴延炜
002543,叶远璋
002544,原普
002545,韩方如
002546,胡敏
002547,袁静
002548,陈俊海
002549,祝恩福
002550,王耀方
002551,梁桂秋
002552,朱宝松
002553,史建伟
002554,谢文辉
002555,李卫伟
002556,刘贵华
002557,陈先保
002558,史玉柱
002559,冷志斌
002560,马红菊
002561,黄立波
002562,钱志达
002563,邱光和
002564,司文培
002565,王钲霖
002566,张益胜
002567,陶一山
002568,刘晓东
002569,王春江
002570,谢宏
002571,施卫东
002572,江淦钧
002573,邹艾艾
002574,虞阿五
002575,范晓东
002576,魏少军
002577,曾浩
002578,黄天火
002579,杨林
002580,宋斌
002581,潘爱华
002582,石聚彬
002583,陈清州
002584,黄伟鹏
002585,吴培服
002586,仲成荣
002587,吴涵渠
002588,高文班
002589,韩旭
002590,陈锋
002591,朱星河
002592,顾瑜
002593,吴子文
002594,王传福
002595,张恭运
002596,张海林
002597,杨乐
002598,方润刚
002599,贾春琳
002600,曾芳勤
002601,许刚
002602,王苗通
002603,吴以岭
002604,程少博
002605,姚朔斌
002606,应坚
002607,李永新
002608,浦宝英
002609,唐健
002610,邹承慧
002611,唐灼林
002612,申东日
002613,高学明
002614,邹剑寒
002615,吕强
002616,何启强
002617,鲁永
002618,刘萍
002619,王双义
002620,李介平
002621,陈鑫
002622,尹宏伟
002623,林金锡
002624,池宇峰
002625,刘若鹏
002626,江斌
002627,江永
002628,刘峙宏
002629,陈昊旻
002630,黎仁超
002631,汝继勇
002632,胡智彪
002633,何建南
002634,陶建伟
002635,王春生
002636,韩涛
002637,张敬国
002638,陈永洪
002639,林汝捷
002640,徐佳东
002641,卢震宇
002642,王东辉
002643,赵凤岐
002644,石爱国
002645,胡士勇
002646,李银会
002647,霍东
002648,杨卫东
002649,王斌
002650,杨旭东
002651,何亚民
002652,王功虎
002653,王俊民
002654,李年生
002655,谢冠宏
002656,罗长江
002657,朱烨东
002658,敖小强
002659,徐广宇
002660,顾永德
002661,陈克明
002662,李璟瑜
002663,涂善忠
002664,尹巍
002665,黄文佳
002666,徐咸大
002667,杨永柱
002668,赵国栋
002669,王建祥
002670,杜力
002671,付波
002672,谭侃
002673,徐朝晖
002674,吴华春
002675,由守谊
002676,王宪章
002677,夏鼎
002678,李建宁
002679,张锦文
002680,高俊芳
002681,肖奋
002682,王跃荣
002683,郑炳旭
002684,陈乐伍
002685,翁耀根
002686,吴晓明
002687,池也
002688,王东晓
002689,康宝华
002690,田明
002691,冯帆
002692,李志强(代)
002693,王成栋
002694,任永明
002695,褚浚
002696,孙宇
002697,曹世如
002698,邓喜军
002699,赵小强
002700,周举东
002701,周云杰
002702,滕用庄
002703,张世权
002705,郭建刚
002706,任思龙
002707,冯滨
002708,李树华
002709,徐金富
002711,彭国宇
002712,任丁
002713,陈辉
002714,秦英林
002715,杨海坤
002716,曹永贵
002717,尹洪卫
002718,时沈祥
002719,李勇
002721,武雁冰
002722,陆挺
002723,陈开元
002724,周明杰
002725,林仙明
002726,余宇
002727,阮鸿献
002728,许丹青
002729,杨力
002730,石晓霞
002731,郭英杰
002732,黄宣
002733,张华农
002734,李新生
002735,王进军
002736,何如
002737,关玉秀
002738,刘新国
002739,张霖
002740,苏日明
002741,陈汉昭
002742,潘呈恭
002743,曹靖
002745,孙清焕
002746,王寿纯
002747,吴波
002748,刘宜云
002749,颜昌绪
002750,樊献俄
002751,刘梦龙
002752,林永贤
002753,刘东杰
002755,陈庆财
002756,高兴江
002757,詹谏醒
002758,汪路平
002759,吴锡盾
002760,陈晓
002761,沈德法
002762,林浩亮
002763,吕兴平
002765,朱堂福
002766,肖行亦
002767,石义民
002768,王爱国
002769,吴立扬
002770,张清海
002771,何小波
002772,陶军
002773,柯尊洪
002774,罗爱文
002775,李从文
002776,陈伟雄
002777,连春华
002778,许汉祥
002779,吴明根
002780,张恒
002781,叶洪孝
002782,肖铿
002783,邵兴祥
002785,胡精沛
002786,邹健
002787,李炳兴
002788,吴金祥
002789,刘海云
002790,罗远良
002791,白宝鲲
002792,吴中林
002793,方秀宝
002795,应雪青
002796,王娟
002797,刘学民
002798,刘进
002799,李移岭
002800,王普宇
002801,何平
002802,项洪伟
002803,庄浩
002805,赵光辉
002806,谭帼英
002807,孙伟
002808,余荣清
002809,刘连军
002810,毕心德
002811,郑忠
002812,Paul Xiaoming Lee
002813,郭秀梅
002815,姜雪飞
002816,卢争驰
002817,余春明
002818,刘兵
002819,王戈
002820,吴宏
002821,HAO HONG
002822,庄重
002823,张浩宇
002824,李建湘
002825,游爱国
002826,高帆
002827,杨丽华
002828,陈平贵
002829,迟家升
002830,蓝继晓
002831,王华君
002832,谢秉政
002833,李茂洪
002835,郭立志
002836,张宏清
002837,齐勇
002838,于晓宁
002839,季颖
002840,朱俭勇
002841,王毅然
002842,陈启丰
002843,方鸿
002845,万锋
002846,翁伟武
002847,张学武
002848,刘潭爱
002849,黄文谦
002850,励建立
002851,童永胜
002852,刘建军
002853,马礼斌
002855,赵晓群
002856,李苏华
002857,于文彪
002858,夏青
002859,方隽云
002860,楼月根
002861,黄晖
002862,蔡俊权
002863,葛炳灶
002864,谢晓林
002865,陆小红
002866,邹伟民
002867,周宗文
002868,赖潭平
002869,罗瑞发
002870,赵玉昆
002871,范庆伟
002872,刘爽
002873,董大伦
002875,曹璋
002876,张建军
002877,沈剑标
002878,孙震
002879,俞涛
002880,张战(代)
002881,王平
002882,郑永汉
002883,陈凤军
002884,王海波
002885,张立品
002886,吴宪
002887,卢云慧
002888,HONGBO YAO
002889,孙卫平
002890,柳秋杰
002891,郝忠礼
002892,聂鹏举
002893,赵一波
002895,吴海斌
002896,岑国建
002897,陈献孟
002898,蔡南桂
002899,丁利荣
002900,秦剑飞
002901,林志雄
002902,杨先进
002903,许世雄
002905,李晓文
002906,邹淦荣
002907,游洪涛
002908,虢晓彬
002909,邹榛夫
002910,马红富
002911,尹祥
002912,李守宇
002913,程涌
002915,陈寅镐
002916,杨之诚
002917,明景谷
002918,萧华
002919,陈勤发
002920,TAN CHOON LIM
002921,郭元强
002922,肖俊承
002923,陈新民
002925,林松华
002926,蔡秋全
002927,黄正乾
002928,胡晓军
002929,李建国
002930,林海川
002931,董剑刚
002932,陈莉莉
002933,戴岳
002935,徐建平
002936,王天宇
002937,张忠良
002938,沈庆芳
002939,曹宏
002940,方南平
002941,沈金生
002942,徐群辉
002943,杨宇红
002945,林立
002946,席刚
002947,荆世平
002948,郭少泉
002949,唐崇武
002950,崔金海
002951,李海坚
002952,JIA JITAO
002953,冯就景
002955,邢修青
002956,谢庆奎
002957,潘利明
002958,刘仲生
002959,李一峰
002960,蔡为民
002961,林志斌
002962,廖彬斌
002963,戴宝林
002965,陈荣
002966,王兰凤
002967,黄跃珍
003816,张善明
300001,于德翔
300002,王宁
300003,蒲忠杰
300004,谭汉强
300005,王静
300006,邱宇
300007,任红军
300008,刘楠
300009,宋礼华
300010,池燕明
300011,顾庆伟
300012,万峰
300013,王雅军
300014,刘金成
300015,陈邦
300016,WANG XU
300017,刘成彦
300018,邓志刚
300019,王有治
300020,吴越
300021,王浩宇
300022,王新明
300023,赵敏
300024,于海斌
300025,朱定楷
300026,姚小青
300027,王忠军
300028,熊建新
300029,孙利
300030,邓冠华
300031,包志方
300032,黄磊
300033,易峥
300034,艾磊
300035,余新
300036,钟耳顺
300037,覃九三
300038,张志勇
300039,穆竟伟
300040,李寅
300041,章锋
300042,魏卫
300043,陈雁升
300044,周勇
300045,高小离
300046,邢雁
300047,陈友
300048,叶进吾
300049,王冠一
300050,王耘
300051,丁建生
300052,李瑞杰
300053,颜军
300054,朱双全
300055,王长荣
300056,王光辉
300057,杜成城
300058,赵文权
300059,其实
300061,刘涛
300062,陈添旭
300063,冯毅
300064,郭留希
300065,申万秋
300066,李建林
300067,纪立军
300068,王海光
300069,吴兰燕
300070,文剑平
300071,黄小川
300072,刘雷
300073,夏晓鸥
300074,吕文辉
300075,吴强华
300076,荆毅民
300077,孙迎彤
300078,章笠中
300079,郑海涛
300080,陈文来
300081,孟宪民
300082,朱建民
300083,夏军
300084,窦剑文
300085,陈向军
300086,洪江游
300087,覃衡德
300088,高前文
300089,蔡廷祥
300090,刘玉斌
300091,朱军
300092,林祯华
300093,林文卿(代)
300094,李忠
300095,聂景华
300096,张曦
300097,师利全
300098,刘双广
300099,黄自伟
300100,邬建斌
300101,莫晓宇
300102,金张育
300103,孙建西
300104,刘延峰
300105,杨怀亮
300106,秦江
300107,朱守琛
300108,孙军
300109,王坚强
300110,杨效东
300111,曹阳
300112,傅宇晨
300113,华勇
300114,康学军
300115,陈奇星
300116,郭鸿宝
300117,田新甲
300118,林海峰
300119,李守军
300120,陈建波
300121,王文博
300122,蒋仁生
300123,李跃先
300124,朱兴明
300125,刘振东
300126,吴明厅
300127,戴炎
300128,顾清
300129,张福林
300130,刘祥
300131,胡庆周
300132,李勇
300133,傅梅城
300134,孙尚传
300135,周德洪
300136,彭浩
300137,李玉国
300138,卢庆国
300139,程毅
300140,朱彤
300141,姚建华
300142,李云春
300143,谭丽霞
300144,黄巧灵
300145,唐鸿亮
300146,梁允超
300147,王永辉
300148,肖志鸿
300149,HUI MICHAEL XIN(惠欣)
300150,牛俊杰
300151,李焕昌
300152,毛军亮
300153,谢松峰
300154,邱光
300155,张波
300156,杜斌
300157,包笠
300158,李安平
300159,方德松
300160,卢秀强
300161,陈吉红
300162,李漫铁
300163,卢先锋
300164,张国桉
300165,刘召贵
300166,管连平
300167,季红
300168,匡涛
300169,吴海宙
300170,陈迪清
300171,郑效东
300172,王政福
300173,郭景松
300174,许文显
300175,戚永楙
300176,卢楚隆
300177,廖定海
300178,钟百胜
300179,方海江
300180,尤小平
300181,俞有强
300182,徐子泉
300183,崔健
300184,赵马克
300185,司兴奎
300187,马铭锋
300188,滕达
300189,曹欧劼
300190,李月中
300191,周锦明
300192,吴贤良
300193,潘磊
300194,汪天祥
300195,李莉
300196,杨国文
300197,刘水
300198,陈志江
300199,曾少贵
300200,何宇飞
300201,丁剑平
300202,柳永诠
300203,丁建萍
300204,周志文
300205,张新访
300206,张浩
300207,王威
300208,邱岳
300209,陈进
300210,齐广田
300211,王桂珍
300212,林拥军
300213,林菁
300214,蒋荀
300215,胡德霖
300216,刘祥华
300217,谭荣生
300218,姚和平
300219,李国平
300220,梁萍
300221,谭颂斌
300222,黄明松
300223,刘强
300224,王庆凯
300225,陈晨
300226,朱军红
300227,侯若洪
300228,黄锋
300229,李渝勤
300230,史佩浩
300231,詹立雄
300232,林洺锋
300233,赵叶青
300234,邢翰学
300235,黄元忠
300236,王福祥
300237,窦茂功
300238,张永明
300239,王军
300240,沈黎明
300241,龚伟斌
300242,郑毅
300243,周仕斌
300244,陈海斌
300245,苏玉军
300246,燕金元
300247,吕向阳
300248,杨维国
300249,孙屹峥
300250,洪爱金
300251,王长田
300252,黄昌华
300253,周炜
300254,赵群
300255,高晓东
300256,刘建勋
300257,曹克坚
300258,夏汉关
300259,费战波
300260,李水波
300261,蔡彤
300262,张春霖
300263,李占明
300264,陈坤江
300265,张忠
300266,李建雄
300267,帅放文
300268,汤捷
300269,刘虎军
300270,石旭刚
300271,邵学
300272,赵笠钧
300273,郝镇熙
300274,曹仁贤
300275,马焰
300276,朱汉平
300277,王天青
300278,陈泽
300279,冯红涛
300280,姚小欣
300281,汪帆
300282,林荣滨
300283,陈晓
300284,符冠华
300285,张曦
300286,周中
300287,杨振华
300288,王伟
300289,林霖
300290,梁荣
300291,刘德宏
300292,万卫方
300293,郭洪涛
300294,廖昕晰
300295,胡光辉
300296,李军
300297,柯宗庆
300298,李少波
300299,缪品章
300300,项坚
300301,王敏
300302,周泽湘
300303,邢美正
300304,付红玲
300305,王建新
300306,潘建根
300307,孙平范
300308,王伟修
300309,姚庆
300310,钟飞鹏
300311,景晓军
300312,张庆文
300313,彭勃
300314,陈再宏
300315,刘惠城
300316,曹建伟
300317,丁孔贤
300318,卢信群
300319,俞磊
300320,钱振宇
300321,孙俊成
300322,朱坤华
300323,俞信华
300324,陈江涛
300325,周建明
300326,袁征
300327,傅启明
300328,李扬德
300329,陈海伦
300330,秦伟芳
300331,陈林森
300332,陈作涛
300333,魏恺言
300334,李新民
300335,李祖芹
300336,杨震华
300337,沈健生
300338,江勇
300339,周红卫
300340,万国江
300341,杨泽声
300342,骆玲
300343,李洪国
300344,樊立
300345,卢建之
300346,冯剑松
300347,叶小平
300348,王长春
300349,杨斌
300350,张京豫
300351,范纪军
300352,林皓
300353,李平
300354,刘士钢
300355,王召明
300356,龙昌明
300357,胡赓熙
300358,唐岳
300359,陈炽昌
300360,丁敏华
300362,邓亲华
300363,居年丰
300364,童之磊
300365,江春华
300366,陆文斌
300367,刘光
300368,邢海平
300369,沈继业
300370,俞凌
300371,张力新
300373,梁勤
300374,孙志强
300375,张洪起
300376,何佳
300377,唐球
300378,孙蔼彬
300379,黄永军
300380,高勇
300381,陈少美
300382,安旭
300383,耿殿根
300384,刘迪
300385,杨建平
300386,黄煜
300387,王仁宗
300388,--
300389,丁彦辉
300390,裴振华
300391,郭晓伟
300392,刘勋
300393,林建伟
300394,邹支农
300395,吴学民
300396,宋洁
300397,贺增林
300398,JINSHAN ZHANG(张金山)
300399,邝青
300400,吴限
300401,邵君芳
300402,高颀
300403,石华山
300404,王廷春
300405,姜艳
300406,邹左军
300407,孔祥洲
300408,张万镇
300409,荣继华
300410,徐地华
300411,王淼根
300412,方亨志
300413,张华立
300414,王雪颖
300415,陈敬财
300416,钟琼华
300417,杨耀光
300418,周亚辉
300419,高慷
300420,侯友夫
300421,施祥贵
300422,宋海农
300423,纪法清
300424,卜范胜
300425,朱子君
300426,吴宏亮
300427,杨成
300428,臧立国
300429,钱晓春
300430,梁学贤
300431,冯鑫
300432,谭建伟
300433,周群飞
300434,蒯一希
300435,章有春
300436,李国平
300437,王志清
300438,夏信德
300439,邹炳德
300440,何鸿云
300441,陈金岳
300442,姜卫东
300443,伊廷雷
300444,赵志宏
300445,姜维利
300446,张新明
300447,陈祥楼
300448,茅庆江
300449,王立群
300450,王燕清
300451,葛航
300452,尹正龙
300453,彭义兴
300454,何朝曦
300455,赵大鹏
300456,杨云春
300457,王维东
300458,张建辉
300459,王健
300460,赵积清
300461,钱承林
300462,张亮
300463,唐勇
300464,蔡耿锡
300465,于伟
300466,厉达
300467,章建伟
300468,周志群
300469,张曙华
300470,赵其春
300471,王季文
300472,朱业胜
300473,李毅
300474,曾万辉
300475,林凌
