stock_id,leader_name
600073,汪丽丽
600073,张顼
600073,刘长奎
600073,颜志荣
600073,汤爱娣
600073,王国祥
600073,洪亮
600073,严曙
600073,王国祥
600073,沈步田
600073,田仁灿
600073,庞毅薇
600073,金建山
600073,刘云霞
600073,俞秋静
600073,何茹
600074,贺建雄
600074,孙远鹏
600074,陈德银
600074,林晓凌
600074,杨斯皓
600074,孟伟军
600074,张振义
600074,吕延中
600074,丁立红
600074,蔡庆红
600074,李国强
600074,蒋建平
600074,林宋伟
600074,王大伟
600075,万霞
600075,张立
600075,黄东
600075,李熙桉
600075,关刚
600075,石斌
600075,刘启明
600075,王东盛
600075,张强
600075,李刚
600075,杨震
600075,操斌
600075,陈财来
600075,张鑫
600075,严健
600075,宋晓玲
600075,夏月星
600075,全泽
600075,周军
600075,夏中兵
600076,郑海飞
600076,夏志远
600076,陈俊
600076,李武鹏
600076,李龙
600076,邵建东
600076,莫正之
600076,汤湘希
600076,王粟旸
600076,穆铁虎
600076,牟儆
600076,李洁
600076,周晓璐
600076,杨刚
600076,周晓璐
600076,郭志先
600076,李洁
600076,许斌
600076,原晋锋
600077,朱瑾
600077,郑羲亮
600077,俞建午
600077,汪庆华
600077,朱轶桦
600077,汪庆华
600077,俞建午
600077,陈振宁
600077,郑金都
600077,华民
600077,李今兴
600077,郑羲亮
600077,杜兴强
600077,陈振宁
600078,刘斌
600078,宋超
600078,王凌
600078,华凯
600078,陈劲杉
600078,王国忠
600078,吴仕英
600078,蒋建红
600078,王国忠
600078,蒋建红
600078,花伟云
600078,韦莉
600078,王正海
600078,姜义平
600078,王正海
600078,江永康
600079,黄峰
600079,何昊
600079,吴亚君
600079,李杰
600079,朱建敏
600079,谢获宝
600079,王学恭
600079,邓霞飞
600079,周汉生
600079,徐华斌
600079,李杰
600079,张小东
600079,盖松梅
600079,齐民
600079,杜文涛
600079,杜越新
600079,邓霞飞
600079,何其生
600079,王学海
600079,李前伦
600080,张云波
600080,张梅
600080,孙明
600080,牛晓涛
600080,侯亦文
600080,吴一坚
600080,黄丽琼
600080,韩卓军
600080,葛秀丽
600080,张梅
600080,韩卓军
600080,陶玉
600080,孙圣明
600080,付小莉
600080,郭凌
600081,陈兴林
600081,章击舟
600081,袁丹伟
600081,汪萍
600081,张国明
600081,天涯
600081,江川
600081,朱国洋
600081,江川
600081,肖大友
600081,石柱
600081,许俊
600081,陈静霏
600081,李智光
600081,王汉军
600082,王世琪
600082,杨烁
600082,杨烁
600082,于浛
600082,魏莉
600082,孙士柱
600082,任宇
600082,任宇
600082,李刚
600082,李刚
600082,王为民
600082,杨欢
600082,李小平
600082,尹琳
600082,李林
600083,刘微芳
600083,鲁智旸
600083,黄日雄
600083,李东林
600083,刘晖
600083,鲁云亮
600083,陈海锋
600083,包志炜
600083,郭永清
600083,黄家辉
600083,汤永庐
600083,郭永清
600083,汤永庐
600084,崔明宏
600084,季君
600084,范宝
600084,孙志鸿
600084,李建一
600084,石春明
600084,占磊
600084,侯伟
600084,杨朝晖
600084,刘朝辉
600084,李向禹
600084,刘卫军
600084,关志强
600084,徐海燕
600084,佟洎楠
600084,张钰
600084,苏斌
600084,苏斌
600084,任忠光
600084,汤洋
600084,胡文全
600085,王田
600085,吴星宇
600085,贾泽涛
600085,赵鹏
600085,邸淑兵
600085,关庆维
600085,冯智梅
600085,闫军
600085,孙英
600085,高振坤
600085,刘柏钢
600085,张朝华
600085,满杰
600085,刘渊
600085,臧怡
600085,王瑛
600085,王惠珍
600085,詹鑫
600085,毛福国
600085,贾泽涛
600085,邸淑兵
600085,陈加富
600085,王清泉
600085,冯智梅
600086,李春江
600086,郭梅艳
600086,杨媛媛
600086,赵琳迪
600086,万安娃
